#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;x
#Sectarianism;;;;;;;;;;;;;x
religious_proselyte2_desc;True believers burn of desire to subjugate heretics and those who misinterpret Holy scriptures! At a low piety cost, proselyte religions can subjugate rulers of a different religion within the same religious group. Additionally, natural religious enemies will be forced to convert. Natural religious enemies are religions that are either heretical, parent or unreformed versions of the one true faith.;;;;;;;;;;;;;x
religious_proselyte2_cb_succ_tip;§Y[Root.GetTitledFirstName]§! subjugates all lands lying in the Duchy of §Y[This.GetBaseName]§! controlled by §Y[From.GetTitledName]§!\n;;;;;;;;;;;;;x
CB_NAME_RELIGIOUS_BASTION1;Righteous War of Subjugation for [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_RELIGIOUS_BASTION1;$ORDER$$FIRST_ADJ$ Righteous War of Subjugation for $OTHER_TITLE$;;;;;;;;;;;;;x
religious_bastion1_desc;To better protect our spiritual domains, believers burn of desire to subjugate rulers who follow a deviant interpretation of the faith! At a low piety cost, Bastion of the Faith religions can subjugate and forcefully convert natural religious enemies within the same religious group. Natural religious enemies are religions that are either heretical, parent or unreformed versions of the correct faith.;;;;;;;;;;;;;x
religious_bastion1_cb_succ_tip;§Y[Root.GetTitledFirstName]§! subjugates all lands lying in the Duchy of §Y[This.GetBaseName]§! controlled by §Y[From.GetTitledName]§!\n;;;;;;;;;;;;;x
CB_NAME_RELIGIOUS_BASTION2;Holy War of Subjugation for [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_RELIGIOUS_BASTION2;$ORDER$$FIRST_ADJ$ Holy War of Subjugation for $OTHER_TITLE$;;;;;;;;;;;;;x
religious_bastion2_desc;To better protect our spiritual domains, believers see it as a just cause to subjugate neighbouring realms following foreign cults! At a piety cost, Bastion of the Faith religions can subjugate rulers of a different religious group.;;;;;;;;;;;;;x
religious_bastion2_cb_succ_tip;§Y[Root.GetTitledFirstName]§! subjugates all lands lying in the Duchy of §Y[This.GetBaseName]§! controlled by §Y[From.GetTitledName]§!\n;;;;;;;;;;;;;x
CB_NAME_RELIGIOUS_ANCESTRAL;Holy War of Subjugation for [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_RELIGIOUS_ANCESTRAL;$ORDER$$FIRST_ADJ$ Holy War of Subjugation for $OTHER_TITLE$;;;;;;;;;;;;;x
religious_ancestral_desc;In the name of everything holy to us, we will inspire our believers to subjugate neighbouring realms following foreign or reformed cults! At a high piety cost, Ancestral religions can subjugate rulers of a different religious group. Additionally, if the defeated ruler follows a reformed version of the attacker's cult, he will be forced to revert back to the ancestral cult.;;;;;;;;;;;;;x
religious_ancestral_cb_succ_tip;§Y[Root.GetTitledFirstName]§! subjugates all lands lying in the Duchy of §Y[This.GetBaseName]§! controlled by §Y[From.GetTitledName]§!\n;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
#Popular Power Module - Laws;;;;;;;;;;;;;x
people_control;People's Power (Populist Soul);;;;;;;;;;;;;x
people_control_desc;Our religion's populist soul means that commoners vie for a large degree of self-rule, social egalitarianism and involvement in political affairs. A ruler with low authority will be unable to control people's power, while strong authority allows to channel the masses like sheeps to impose an even tighter rule...;;;;;;;;;;;;;x
people_control_0;Popular Liberty;;;;;;;;;;;;;x
people_control_0_option;Liberty;;;;;;;;;;;;;x
people_control_0_desc;The people enjoy an extreme degree of liberty from their rulers, living in a state of self-rule and social egalitarianism. This makes realm administration extremely difficult, drastically decreases taxes and strongly displeases vassals. Any strongman may succeed the ruler upon his death. However, such a free people is eager to spontaneously join wars en masse and will fight to the death in the name of liberty. Their leader can call liberation wars to spread the people's cherished spiritual-social model to infidel neighbours.\n;;;;;;;;;;;;;x
people_control_0_effect_1;\nAccess to §YLiberation War§! casus belli.\n;;;;;;;;;;;;;x
people_control_0_effect_2;\nTroop mobilizaiton for §YPrepared Invasions§!: §R-75%§!\n;;;;;;;;;;;;;x
people_control_0_effect_3;\nProvinces of the true faith may turn to §YAnarchic Self-Rule§!, applying the following §Yprovince modifiers§!:\nLevy Morale: §G+100%§!\nLevy Size: §G+100%§!\nLevy Reinforcement Rate: §G+100%§!\nLocal Tax Modifier: §R-80%§!\nCost and Time for new buildings: §R+100%§!\n;;;;;;;;;;;;;x
people_control_1;Popular Autonomy;;;;;;;;;;;;;x
people_control_1_option;Autonomy;;;;;;;;;;;;;x
people_control_1_desc;The people enjoy some degree of autonomy from their rulers, with local communities acting as strong political counter-weights to the prince. This creates serious limitations to realm administration, limits taxation and displeases vassals. However, such a freer people is eager to spontaneously join wars in large numbers and will fight with more ardour in the name of liberty. Their leader can call liberation wars to spread the people's cherished spiritual-social model to infidel neighbours.;;;;;;;;;;;;;x
people_control_1_effect_1;\nTroop mobilizaiton for §YPrepared Invasions§!: §R-50%§!\n;;;;;;;;;;;;;x
people_control_1_effect_2;\nProvinces of the true faith may turn to §YAutonomous Local Communities§!, applying the following §Yprovince modifiers§!:\nLevy Morale: §G+50%§!\nLevy Size: §G+50%§!\nLevy Reinforcement Rate: §G+50%§!\nLocal Tax Modifier: §R-40%§!\nCost and Time for new buildings: §R+50%§!\n;;;;;;;;;;;;;x
people_control_2;People under control;;;;;;;;;;;;;x
people_control_2_option;Control;;;;;;;;;;;;;x
people_control_2_desc;The ruler is successful in establishing a strong rule, leaving little room for the ideals of self-rule and social egalitarianism so deeply enshrined in the people's soul and mind.;;;;;;;;;;;;;x
people_control_3;Demagogic Guidance;;;;;;;;;;;;;x
people_control_3_option;Guidance;;;;;;;;;;;;;x
people_control_3_desc;The ruler is adept at playing with the masses' souls and minds. The ruler uses the people's utopic desires for liberty and social egalitarianism to more effectively control vassals and centralize the realm.;;;;;;;;;;;;;x
people_control_3_effect_1;\nMTroop mobilizaiton for §YPrepared Invasions§!: §G+50%§!\n;;;;;;;;;;;;;x
people_control_4;Demagogic Cult of Personality;;;;;;;;;;;;;x
people_control_4_option;Cult;;;;;;;;;;;;;x
people_control_4_desc;The ruler is a genius at playing with the masses' souls and minds thanks to exceptional charisma and organization skills. The ruler channels the people's utopic desires for liberty and social egalitarianism into a  cult of personality, imposing a very strict control over vassals and radical centralization. The masses are eager to follow him for liberation wars.;;;;;;;;;;;;;x
people_control_4_effect_1;\nAccess to §YLiberation War§! casus belli.\n;;;;;;;;;;;;;x
people_control_4_effect_2;\nTroop mobilizaiton for §YPrepared Invasions§!: §G+100%§!\n;;;;;;;;;;;;;x
#Clerical Power Module - Laws;;;;;;;;;;;;;x
clergy_control;Clergy's Power (Clerical Soul);;;;;;;;;;;;;x
clergy_control_desc;Our religion's clerical soul means that our clergy is very influential and vie for a large degree of organization, autonomy and involvement in political affairs. A ruler with low piety will be unable to control the clergy's power, while strong piety allows to manipulate the clergy to impose a tight rule on society and vassals.;;;;;;;;;;;;;x
clergy_control_0;Clerical Liberty;;;;;;;;;;;;;x
clergy_control_0_option;Liberty;;;;;;;;;;;;;x
clergy_control_0_desc;The clergy enjoys an extreme degree of liberty from the rulers. The ruler has no say on issues pertaining to the organization of the clergy, rites and religious doctrines. Clerical holdings are almost independant and tend to become centers of power. This reduces ability of the overlord to receive fiscal and levy contributions. As the clergy is free to speculate and can tap into vast resources, this greatly accelerates technological and cultural progress.;;;;;;;;;;;;;x
clergy_control_0_effect_1;\nProvinces of the true faith may turn to §YFree Clergy§!, applying the following §Yprovince modifiers§!:\nClerical holdings tax modifier: §R-50%§!\nClerical holdings levy size: §G+300%§!\nLevy Morale: §G+50%§!\nLevy Reinforcement Rate: §G+100%§!\nCulture technology growth: §G+25%§!\n;;;;;;;;;;;;;x
clergy_control_1;Clerical Autonomy;;;;;;;;;;;;;x
clergy_control_1_option;Autonomy;;;;;;;;;;;;;x
clergy_control_1_desc;The clergy enjoy significant autonomy from their rulers. The ruler may execise limited influence on issues pertaining to the organization of the clergy, rites and religious doctrines. Clerical holdings are only loosely controled and tend to prosper. This reduces ability of the overlord to receive fiscal and levy contributions. As the clergy is given free room and concentrates wealth, its contribution to technological and cultural progress increases.;;;;;;;;;;;;;x
clergy_control_1_effect_1;\nProvinces of the true faith may turn to §YAutonmous Clergy§!, applying the following §Yprovince modifiers§!:\nClerical holdings tax modifier: §R-25%§!\nClerical holdings levy size: §G+100%§!\nLevy Morale: §G+20%§!\nLevy Reinforcement Rate: §G+30%§!\nCulture technology growth: §G+10%§!\n;;;;;;;;;;;;;x
clergy_control_2;Clergy's Balanced Power;;;;;;;;;;;;;x
clergy_control_2_option;Balanced;;;;;;;;;;;;;x
clergy_control_2_desc;Clergy and their rulers have a balanced share of power. The ruler can legitimately intervene in issues pertaining to the organization of the clergy, rites and religious doctrines when his interests are at stake. The clergy's influence over society and politics is therefore kept in check.;;;;;;;;;;;;;x
clergy_control_3;Mystic Guidance;;;;;;;;;;;;;x
clergy_control_3_option;Guidance;;;;;;;;;;;;;x
clergy_control_3_desc;The ruler uses his mystic piety to influence the clergy for the realm's interests. The ruler leverages the clergy's far-reaching influence on society and politics to strengthen his own rule and mobilize larger levies in times of need.;;;;;;;;;;;;;x
clergy_control_4;Mystic Cult of Personality;;;;;;;;;;;;;x
clergy_control_4_option;Cult;;;;;;;;;;;;;x
clergy_control_4_desc;The ruler dominates the clergy thanks to an exceptional mystic aura and organization skills. The ruler channels the clergy's far-reaching influence on society into an effective cult of personality, imposing a very strict control over vassals and far-reaching mobilization.;;;;;;;;;;;;;x
#Statist Power Module - Laws;;;;;;;;;;;;;x
state_control;State's Power (Statist Soul);;;;;;;;;;;;;x
state_control_desc;Our religion's statist soul means that our religion, through rituals and doctrine, tends to legitimize our state. If the ruler has low individual authority, the state system sustains itself, gets decentralized and relies on civil society and local powers, who tend to accept the system while driving it to their own interests. Strong authority, on the other hand, allows the overlord to manipulate legitimation rhetoric from the religion to impose a tighter rule on society and vassals.;;;;;;;;;;;;;x
state_control_0;Implicit Harmony;;;;;;;;;;;;;x
state_control_0_option;Implicit;;;;;;;;;;;;;x
state_control_0_desc;State formal structures do not regulate society and vassals while our religion maintains implicit harmony in the realm. A web of independant institutions fill the place left vacant, loyal to the overall system but eager to advance their own interests. Such institutions may include State-sponsored clergy, religious foundations, self-ruled communities or trade guilds. The monarch does not exercise much control over his realm, receives almost no taxes and raises only limited levies. This, in turn, decreases dissent, increases internal tolerance, accelerates cultural innovation and motivates new levies to replace martyrs fallen to protect the realm.;;;;;;;;;;;;;x
state_control_0_effect_1;\nProvinces of the true faith may turn to §YLocal Self-Rule§!, applying the following §Yprovince modifiers§!:\nLocal tax modifier: §R-50%§!\nLevy Reinforcement Rate: §G+100%§!\nCulture technology growth: §G+50%§!\n;;;;;;;;;;;;;x
state_control_1;Liberal State;;;;;;;;;;;;;x
state_control_1_option;Liberal;;;;;;;;;;;;;x
state_control_1_desc;Society enjoys autonomy from the State. The spiritual system ensures that the State benefits from a strong autonomy, but the Monarch has reduced capacity to forcefully extract resources. This, in turn, decreases dissent, increases internal tolerance, accelerates cultural innovation and motivates levies to replace those already fallen to protect the realm.;;;;;;;;;;;;;x
state_control_1_effect_1;\nProvinces of the true faith may turn to §YAdministrative Autonomy§!, applying the following §Yprovince modifiers§!:\nLocal tax modifier: §R-25%§!\nLevy Reinforcement Rate: §G+50%§!\nCulture technology growth: §G+25%§!\n;;;;;;;;;;;;;x
state_control_2;Balanced State Control;;;;;;;;;;;;;x
state_control_2_option;Balanced;;;;;;;;;;;;;x
state_control_2_desc;The State exercizes balanced control over society. The monarch can intervene as soverein actor in his realm, within the limits established by law and tradition.;;;;;;;;;;;;;x
state_control_3;State Domination;;;;;;;;;;;;;x
state_control_3_option;Dominant;;;;;;;;;;;;;x
state_control_3_desc;The State exercises a strict control over society, enabling the monarch to enjoy a dominant position secured by a strong personal authority. In the framework of the realm's spiritual system, the monarch uses the State's apparatus and authority to bind society and vassals to the realm's superior interests and to mobilize more resources from them.;;;;;;;;;;;;;x
state_control_4;Absolute Control;;;;;;;;;;;;;x
state_control_4_option;Absolute;;;;;;;;;;;;;x
state_control_4_desc;The monarch makes one with the State and exercises absolute power, imposing hegemonic authority legitimized by the realm's spiritual system. The State apparatus recognizes no limits to its authority and spreads an all-encompassing cult of personality around the monarch's figure. The monarch combines authority, spiritual legitimacy and far-reaching state apparatus to impose a very strict control over vassals and far-reaching mobilization of the realm's resources.;;;;;;;;;;;;;x
#Traditional Power Module - Laws;;;;;;;;;;;;;x
tradition_control;Weight of Traditions (Traditional Soul);;;;;;;;;;;;;x
tradition_control_desc;Our religion's traditional soul implies that ancestral traditions are deeply revered and guide our people in most aspects of their lives. When the ruler has no or little connection to the spiritual world, the weight of traditions is fully felt and the ruler must abide by its codes, prescriptions, rituals and limitations. Deep spirituality, on the other hand, allows the overlord to manipulate or even reinvent traditions, with support from spiritual authorities, in order to strengthen power and reach political goals.;;;;;;;;;;;;;x
tradition_control_0;Predominant Traditions;;;;;;;;;;;;;x
tradition_control_0_option;Predominant;;;;;;;;;;;;;x
tradition_control_0_desc;For as long as the elders remember, we have carefully respected our ancestor's ways. Society is bound by the divine regulations and practices. Political rites, religious ceremonies and multiple everyday rituals help society hold together, particularly so in the absence of clear guidance in spiritual affairs. Constrained by the predominant weight of traditions, the monarch does not exercise much control over his realm: taxes are symbolic and crown land is no larger than the allotment fitting a noble. Provinces see little new constructions or technical innovation. This, in turn, provides stability to the realm, strengthens the religion's ability to mobilize levies and motivates new levies to replace swiftly those fallen in accomplishment of their oaths.\n;;;;;;;;;;;;;x
tradition_control_0_effect_1;\nLord Spiritual can pay tribute to traditions, strengthening §YMorale Authority§!.\n;;;;;;;;;;;;;x
tradition_control_0_effect_2;\nProvinces of the true faith may turn §Yreactionary§!, applying the following §Yprovince modifiers§!:\nLevy Reinforcement Rate: §G+80%§!\nTemple levies: §G+100%§!\nLocal Tax Modifier: §R-40%§!\nCost and Time for new buildings: §R+100%§!\nTechnology Growth: §R-60%§!\n;;;;;;;;;;;;;x
tradition_control_1;Rigid Traditions;;;;;;;;;;;;;x
tradition_control_1_option;Rigid;;;;;;;;;;;;;x
tradition_control_1_desc;For as long as the elders remember, we have paid due tribute to our ancestor's ways. Society is strongly influenced by the divine regulations and practices. Political rites, religious ceremonies and multiple everyday rituals are an important feature of social life, particularly so in the absence of an inspiring ruler. Somewhat hampered by rigid traditions, the monarch exercises limited control over his realm: taxes are reduced and crown land is reduced. New constructions are scarce and technical innovation is uncommon. This, in turn, provides some stability to the realm, strengthens the religion's ability to mobilize levies and motivates new levies to replace swiftly those fallen in accomplishment of their oaths.\n;;;;;;;;;;;;;x
tradition_control_1_effect_1;\nLord Spiritual can pay tribute to traditions, strengthening §YMorale Authority§!.\n;;;;;;;;;;;;;x
tradition_control_1_effect_2;\nProvinces of the true faith may turn §Yconservative§!, applying the following §Yprovince modifiers§!:\nLevy Reinforcement Rate: §G+40%§!\nTemple levies: §G+50%§!\nLocal Tax Modifier: §R-20%§!\nCost and Time for new buildings: §R+50%§!\nTechnology Growth: §R-30%§!\n;;;;;;;;;;;;;x
tradition_control_2;Influential Traditions;;;;;;;;;;;;;x
tradition_control_2_option;Influential;;;;;;;;;;;;;x
tradition_control_2_desc;Traditions from our ancestors exercise strong influence over society. The monarch can intervene as sovereign actor in his realm, within the limits established by law and tradition.\n;;;;;;;;;;;;;x
tradition_control_3;Flexible Traditions;;;;;;;;;;;;;x
tradition_control_3_option;Flexible;;;;;;;;;;;;;x
tradition_control_3_desc;"Traditions" are today’s imaginations about our past. The ruler's spiritual aura is strong enough that he may adjust what traditions exactly mean in the realm through efficient communication and well-timed public displays of piety. Doing so enables the crown to own more land", to levy more troops for war and to enhance the legitimacy of the overlord's rule over vassals.\n;;;;;;;;;;;;;x
tradition_control_4;Reinvented Traditions;;;;;;;;;;;;;x
tradition_control_4_option;Reinvented;;;;;;;;;;;;;x
tradition_control_4_desc;"Traditions" are constant innovation", a perpetual re-invention of the past. Through intricate rhetoric and rituals, fueled by deep spirituality and acute knowledge of cultural heritage, the ruler is re-shaping the web of traditions to foster the return of the Golden Age in our time. Doing so enables the crown to own much more land, to levy more troops for war and to enhance the legitimacy of the overlord's rule over vassals. Moreover, the ruler may send his religious advisor to unearth lost lore and forgotten artifacts, that are said to yield tremendous power.\n;;;;;;;;;;;;;x
tradition_control_4_effect_1;\nMay send the realm's spiritual advisor on a quest to §Yunearth lost lore§! mentioned in our tradition and in holy scriptures.\n;;;;;;;;;;;;;x
#Scholarly Power Module - Laws;;;;;;;;;;;;;x
knowledge_control;Knowledge Control (Scholarly Soul);;;;;;;;;;;;;x
knowledge_control_desc;Our religion's scholarly soul encourages critical study or creative interpretation of holy scriptures, natural and social phenoma to reach the Truth. Key doctrinal questions are open to contradictory debates among the clergy and believers. Production and control of knowledge is an arena open to competition, and is one of the main levers of social and political influence. As such, the ruler may want to exercize a tighter control over knowledge, using a subtle combination of erudition, spiritual aura as well as mere authority.;;;;;;;;;;;;;x
knowledge_control_0;Free Expression;;;;;;;;;;;;;x
knowledge_control_0_option;Free;;;;;;;;;;;;;x
knowledge_control_0_desc;In the absence of scholarly leadership by the ruler, anyone is free and welcome to contribute to theological and intellectual debates. Such intellectual freedom supports innovation and enables religious holdings to mobilize great number of believers in case of wars. However, the ruler's legitimacy is hampered: tax collection is limited and spontaneous revolts are frequent.\n;;;;;;;;;;;;;x
knowledge_control_0_effect_1;\nProvinces of the true faith may turn §Ylibertarian§!, applying the following §Yprovince modifiers§!:\nTechnology Growth: §G+40%§!\nLevy Reinforcement Rate: §G+40%§!\nTemple levies: §G+40%§!\nLocal Tax Modifier: §R-20%§!\nCost and Time for new buildings: §R+40%§!\n;;;;;;;;;;;;;x
knowledge_control_1;Innovative Expression;;;;;;;;;;;;;x
knowledge_control_1_option;Innovative;;;;;;;;;;;;;x
knowledge_control_1_desc;The ruler exercizes limited scholar authority, so that theological and intellectual debates allow new interpretations and appoaches. This thriving intellectual environment encourages innovation and enables religious holdings to mobilize larger number of believers in case of wars. However, the ruler's legitimacy is somehow limited: tax collection is limited and spontaneous revolts may happen.\n;;;;;;;;;;;;;x
knowledge_control_1_effect_1;\nProvinces of the true faith may turn §Yliberal§!, applying the following §Yprovince modifiers§!:\nTechnology Growth: §G+20%§!\nLevy Reinforcement Rate: §G+20%§!\nTemple levies: §G+20%§!\nLocal Tax Modifier: §R-10%§!\nCost and Time for new buildings: §R+20%§!\n;;;;;;;;;;;;;x
knowledge_control_2;Open Expression;;;;;;;;;;;;;x
knowledge_control_2_option;Open;;;;;;;;;;;;;x
knowledge_control_2_desc;The quest for Truth through scholarly debates and speculations is an important component of social life. The overlord can intervene and regulate this dynamic, but he lacks the piety, erudition or authority to actively steer it.\n;;;;;;;;;;;;;x
knowledge_control_3;Steered Knowledge;;;;;;;;;;;;;x
knowledge_control_3_option;Steered;;;;;;;;;;;;;x
knowledge_control_3_desc;"Knowledge" is a social construction", defining every one's role and place in society. The ruler's spiritual aura, erudition and authority are strong enough to steer the theological and intellectual debates, and thus influence the very content of knowledge. Doing so enables the crown to own more land, to enhance the legitimacy of the overlord's rule over vassals and to get more men and gold from religious vassals. Moreover, the ruler may send his religious advisor to teach the Truth to the population of whole provinces.\n;;;;;;;;;;;;;x
knowledge_control_3_effect_1;\nMay send the realm's spiritual advisor to §Yeducate§! provinces to the Truth.\n;;;;;;;;;;;;;x
knowledge_control_3_effect_2;\n§G-25%§! duration to convert provinces\n;;;;;;;;;;;;;x
knowledge_control_4;Controled Knowledge;;;;;;;;;;;;;x
knowledge_control_4_option;Controled;;;;;;;;;;;;;x
knowledge_control_4_desc;"Knowledge" is a social construction", defining every one's role and place in society. The ruler's spiritual aura, erudition and authority are strong enough to lock down and control the theological and intellectual debates, and thus define the very content of knowledge. Doing so sets up a hegemonic government and allows unsane or mystical rulers to lunch total wars. Furthermore, it enables the crown to own much more land, to enhance the legitimacy of the overlord's rule over vassals and to extract more men and gold from religious vassals. Moreover, the ruler may send his religious advisor to teach the Truth to the population of whole provinces.\n;;;;;;;;;;;;;x
knowledge_control_4_effect_1;\nThe ruler may send the realm's spiritual advisor to §Yeducate§! provinces to the Truth.\n;;;;;;;;;;;;;x
knowledge_control_4_effect_2;\n§G-50%§! duration to convert provinces\n;;;;;;;;;;;;;x
knowledge_control_4_effect_3;\nThe ruler may claim the world and use the §YTotal War§! casus belli if at least two of the following conditions are met:\n-is a §YMastermind Theologian§!\n-is a §YGrey Eminence§!\n-is a §YBrilliant Strategist§!\n-is §YLunatic§!\n-is §YPossessed§!\n-is a §YCrusader§! or a §YMujahid§!\n-is a §YMystic§!\n-is a §YReincarnation§!\n-is a §YSociopath§!\n-piety is at least §Y1,000§!\n\n;;;;;;;;;;;;;x
#Martial Power Module - Laws;;;;;;;;;;;;;x
army_control;Army Control (Martial Soul);;;;;;;;;;;;;x
army_control_desc;Our religion's martial soul glorifies heroic deeds on the battlefield as the finest sign of holiness. A good ruler therefore is also a inspirational warlord. Martial prowess, spiritual aura and authority will allow the warlord to exercise a tight control on the army and to mobilize the realm for great victories on the battlefield.;;;;;;;;;;;;;x
army_control_0;Free rein to the Army;;;;;;;;;;;;;x
army_control_0_option;Free;;;;;;;;;;;;;x
army_control_0_desc;The ruler lacks martial prowess, spiritual aura and authority to assert leadership on the army. Consequently, the army is largely left to its own devices, is poorly organized and does not enjoy much prestige. Civilian vassals appreciate and religious holdings attract large flocks of wandering warriors. Military vassals however, have a hard time at levying troops and tend to dislike the ruler. The lack of discipline of roaming warriors is a source of troubles. Replacing fallen levies will be difficult.\n;;;;;;;;;;;;;x
army_control_0_effect_1;\nProvinces of the true faith may get the §YFree Roaming Warriors§! modifier, applying the following §Yprovince modifiers§!:\nTemple Levy Size: §G+50%§!\nCastle Levy Size: §R-50%§!\nLevy Reinforcement Rate: §R-40%§!\nLocal Revolt Risk: §R+10%§!\nLocal Tax Modifier: §R-10%§!\n;;;;;;;;;;;;;x
army_control_1;Loose Control on the Army;;;;;;;;;;;;;x
army_control_1_option;Loose;;;;;;;;;;;;;x
army_control_1_desc;The ruler has limited martial prowess, spiritual aura and authority and asserts only poor leadership on the army. Consequently, the army is largely set loose, neither well-organized nor very prestigious. Civilian vassals appreciate and religious holdings attract wandering warriors. Military vassals however, levy fewer troops and tend to distance themselves from the ruler. The lack of discipline of loose soldiers is a potential source of troubles. Replacing fallen levies will be more challenging.\n;;;;;;;;;;;;;x
army_control_1_effect_1;\nProvinces of the true faith may get the §YLoose Soldiers§! modifier, applying the following §Yprovince modifiers§!:\nTemple Levy Size: §G+25%§!\nCastle Levy Size: §R-25%§!\nLevy Reinforcement Rate: §R-20%§!\nLocal Revolt Risk: §R+5%§!\nLocal Tax Modifier: §R-5%§!\n;;;;;;;;;;;;;x
army_control_2;Average Control on the Army;;;;;;;;;;;;;x
army_control_2_option;Average;;;;;;;;;;;;;x
army_control_2_desc;The ruler has enough martial prowess, spiritual aura and authority to impose leadership on the army, but does not command much more than unemotional obedience.;;;;;;;;;;;;;x
army_control_3;Tight Control on the Army;;;;;;;;;;;;;x
army_control_3_option;Tight;;;;;;;;;;;;;x
army_control_3_desc;The warlord enjoys strong enough martial prowess, spiritual aura and authority to exercise inspirational leadership and tight control over the army. The realm follows divine prescriptions to mobilize for holy war - at the detriment of more peaceful activities, much to the urban trading class' dislike. Martial vassals, especially, provide more men and gold.\n;;;;;;;;;;;;;x
army_control_4;Absolute Control on the Army;;;;;;;;;;;;;x
army_control_4_option;Absolute;;;;;;;;;;;;;x
army_control_4_desc;The warlord’s exceptional martial prowess, spiritual aura and authority generate fanaticism among warriors and allow absolute control over the army. The realm follows divine prescriptions to enter full mobilization for holy war - at the detriment of more peaceful activities, much to the urban trading class' dislike. Martial vassals, especially, provide high amounts of men and gold.\n;;;;;;;;;;;;;x
#Messianic Power Module - Laws;;;;;;;;;;;;;x
messianic_power;Messianic Influence (Messianic Soul);;;;;;;;;;;;;x
messianic_power_desc;Our religion's messianic soul implies that believers see the state of the world as hopelessly flawed; they await guidance from a great leader whose divine-inspired deeds shall bring forth salvation in our time, against all odds! Earthly rulers may done such a messianic mantle, if their spiritual and political aura match this ambitious task...;;;;;;;;;;;;;x
messianic_power_0;No Messianic Influence;;;;;;;;;;;;;x
messianic_power_0_option;None;;;;;;;;;;;;;x
messianic_power_0_desc;The ruler lacks spiritual aura and authority to assert messianic leadership. Believers do not expect the ruler to protect them against this world's challenges and resort to other sources of authority to find the way to spiritual salvation. This puts the ruling dynasty at risk of loosing power in case of succession, as a leader from out of the dynasty, with more legitimacy, may claim power instead.\n;;;;;;;;;;;;;x
messianic_power_0_effect_1;\nTroop mobilizaiton for §YPrepared Invasions§!: §R-75%§!\n;;;;;;;;;;;;;x
messianic_power_1;Loose Messianic Guidance;;;;;;;;;;;;;x
messianic_power_1_option;Loose;;;;;;;;;;;;;x
messianic_power_1_desc;The ruler enjoys limited spiritual aura and authority, therefore asserts only loose messianic guidance. Believers put little faith in the ruler's ability to lead them in accordance with divine prescription.\n;;;;;;;;;;;;;x
messianic_power_1_effect_1;\nTroop mobilizaiton for §YPrepared Invasions§!: §R-50%§!\n;;;;;;;;;;;;;x
messianic_power_2;Effective Messianic Guidance;;;;;;;;;;;;;x
messianic_power_2_option;Effective;;;;;;;;;;;;;x
messianic_power_2_desc;The ruler enjoys enough spiritual aura and authority to exercise effective messianic guidance over his realm. Believers put some faith in the ruler's ability to lead them in accordance with divine prescription and to defeat this world's immediate threats.\n;;;;;;;;;;;;;x
messianic_power_3;Inspiring Messianic Leadership;;;;;;;;;;;;;x
messianic_power_3_option;Inspiring;;;;;;;;;;;;;x
