TITLE_CREATION_REQ_DUCHIES;You need to hold at least §Y$DUCHIES$§! Sectors.;Vous devez détenir au moins §Y$DUCHIES$§! titres ducaux.;Ihr müsst mindestens den §Y$DUCHIES$§! Herzogtums-Titel innehaben.;;Tienes que poseer al menos §Y$DUCHIES$§! títulos de Duque;;;;;;;;;x
TRIGGER_COUNTY;System;Comté;Grafschaft;;Condado;;;;;;;;;x
TRIGGER_DUCHY;Sector;Duché;Herzogtum;;Ducado;;;;;;;;;x
TRIGGER_KINGDOM;Region;Royaume;Königreich;;Reino;;;;;;;;;x
defenderbonus_farmlands;None;;;;;;;;;;;;;x
defenderbonus_plains;None;;;;;;;;;;;;;x
defenderbonus_desert;None;;;;;;;;;;;;;x
defenderbonus_mountain;None;;;;;;;;;;;;;x
defenderbonus_hills;None;;;;;;;;;;;;;x
defenderbonus_arctic;None;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;
REL_VASSAL_MALE;Vassal;;;;;;;;;;;;;x
REL_VASSAL_FEMALE;Vassal;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPMODE_TERRAIN;§YAstrographic§!;§YAstrographic§!;§YAstrographic§!;;§YAstrographic§!;;;;;;;;;x
TERRAIN_DESC;Star Type: ;Type d'étoiles : ;Sterne Typ:;;Tipo de estrella: ;;;;;;;;;x
farmlands;Farmlands;Terres arables;Ackerland;;Tierras de cultivo;;;;;;;;;x
plains;Plains;Plaines;Ebenen;;Llanura;;;;;;;;;x
desert;Desert;Désert;Wüste;;Desierto;;;;;;;;;x
mountain;Mountains;Montagnes;Berge;;Montañas;;;;;;;;;x
hills;Hills;Collines;Hügel;;Colinas;;;;;;;;;x
arctic;Arctic;Arctique;Arktis;;Ártico;;;;;;;;;x
coastal_desert;Ocean;Océan;Ozean;;Océano;;;;;;;;;x
river_crossing;River crossing;Franchissement d'un fleuve;Flussüberquerung;;Cruce de río;;;;;;;;;x
strait_crossing;Strait crossing;Franchissement d'un détroit;Meerengenüberquerung;;Cruce de canal;;;;;;;;;x
river_crossing;Jump Gate;;Flussüberquerung;;;;;;;;;;;x
strait_crossing;Jump Gate;;Meerengenüberquerung;;;;;;;;;;;x
DE_JURE_DUCHY_DESC;The §Y$PROVINCE$§! is traditionally considered a part of the §Y$DUCHY$§!. ;La province de §Y$PROVINCE$§! fait traditionnellement partie du §Y$DUCHY$§!. ;Die §Y$PROVINCE$§! wird traditionell als Teil des §Y$DUCHY$§! angesehen. ;;La provincia de §Y$PROVINCE$§! se considera, por tradición, parte del ducado de §Y$DUCHY$§!.;;;;;;;;;x
DE_JURE_DUCHY_DESC_NO_HOLDER;Currently, there is no sector-wide government.;Actuellement, ce duché nest détenu par personne.;Momentan ist dieses Herzogtum in niemandes Besitz.;;Este ducado no tiene propietario en estos momentos.;;;;;;;;;x
DE_JURE_DUCHY_DESC_HOLDER_1;§Y$DUKE$§! controls the sector government, and also controls the §Y$PROVINCE$§! System.;§Y$DUKE$§! est le duc actuel et contrôle, de facto, la province de §Y$PROVINCE$§!.;§Y$DUKE$§! ist der derzeitige Herzog und kontrolliert auch de facto §Y$PROVINCE$§!.;;§Y$DUKE$§! es el duque actual y dirigente de facto de §Y$PROVINCE$§!.;;;;;;;;;x
DE_JURE_DUCHY_DESC_HOLDER_2;§Y$DUKE$§! controls the sector government, and will strive to gain control of the §Y$PROVINCE$§! System.;§Y$DUKE$§! est le duc actuel et se battra pour reprendre le contrôle de la province de §Y$PROVINCE$§!.;§Y$DUKE$§! ist der derzeitige Herzog, der sich bemüht, die Kontrolle über §Y$PROVINCE$§! wiederzuerlangen.;;§Y$DUKE$§! es el duque actual, que intentará retomar el control de §Y$PROVINCE$§!.;;;;;;;;;x
CB_NAME_RELIGIOUS;War for the [Title.GetBaseName] Sector;Guerre Sainte pour [Title.GetName];Heiliger Krieg um [Title.GetBaseName];;Guerra Santa por [Title.GetBaseName];;;;;;;;;x
WAR_NAME_RELIGIOUS;$ORDER$$FIRST_ADJ$ Holy War for the $OTHER_TITLE$ Sector;$ORDER$ Guerre Sainte $FIRST_ADJ$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Heiliger Krieg um $OTHER_TITLE$;;$ORDER$ Guerra Santa $FIRST_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
CB_NAME_COUNTY_CONQUEST;Conquest of the [Title.GetBaseName] System;Conquête du titre de [Title.GetBaseName];Die Eroberung von [Title.GetBaseName];;Conquista del [Title.GetBaseName];;;;;;;;;x
WAR_NAME_COUNTY_CONQUEST;$ORDER$$FIRST_ADJ$ Conquest of the $OTHER_TITLE$ System;$ORDER$$FIRST_ADJ$ Conquête de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Eroberung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ conquista $OTHER_TITLE$;;;;;;;;;x
CB_NAME_DEJURECLAIM;De Jure Claim on [Title.GetBaseName];Revendication de Jure du [Title.GetName];De jure Anspruch auf [Title.GetBaseName];;Reclamar el [Title.GetBaseName] de facto;;;;;;;;;x
WAR_NAME_DEJURECLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure War for the $OTHER_TITLE$ System;$ORDER$ Guerre $FIRST_ADJ$-$SECOND_ADJ$ de Jure contre $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De jure Krieg über $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de facto guerra sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_DEJUREDUCHYCLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure War for the $OTHER_TITLE$ Sector;$ORDER$ Guerre $FIRST_ADJ$-$SECOND_ADJ$ de Jure contre $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De jure Krieg über $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de facto guerra sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_DEJURECLAIM;$ORDER$$FIRST_ADJ$ De Jure War for $CLAIMANT$'s Claim to the $OTHER_TITLE$ System;$ORDER$ Guerre ducale $FIRST_ADJ$ de $CLAIMANT$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Herzogskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Ducal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_DEJUREDUCHYCLAIM;$ORDER$$FIRST_ADJ$ De Jure War for $CLAIMANT$'s Claim to the $OTHER_TITLE$ Sector;$ORDER$ Guerre ducale $FIRST_ADJ$ de $CLAIMANT$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Herzogskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Ducal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$ De Jure War for $CLAIMANT$'s Claim to $OTHER_TITLE$;$ORDER$ Guerre comtale $FIRST_ADJ$ de $CLAIMANT$ pour revendiquer : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Grafschaftskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Condal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
CB_NAME_DEJUREBARONYCLAIM;System Claim on [Title.GetBaseName];Revendication comtale sur [Title.GetName];Gräflicher Anspruch auf [Title.GetBaseName];;Reclamación Condal sobre [Title.GetBaseName];;;;;;;;;x
WAR_NAME_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure War for $OTHER_TITLE$;$ORDER$ Guerre comtale $FIRST_ADJ$-$SECOND_ADJ$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Grafenkrieg über $OTHER_TITLE$;;$ORDER$ Guerra Condal $FIRST_ADJ$-$SECOND_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
ANY_ALL;Deep Space;Deep Space;Deep Space;;Deep Space;;;;;;;;;x
STRAITS;Jump Gate across §Y$SEA$§! to §Y$PROV$§!;Détroit §Y$SEA$§! vers §Y$PROV$§!;Meerenge über §Y$SEA$§! nach §Y$PROV$§!;;Canal a través del §Y$SEA$§! hasta §Y$PROV$§!;;;;;;;;;x
STRAITSDESC;The Jump Network is the primary form of faster-than-light travel in the Known Worlds. Each Jump Gate consists of a traversible Einstein-Rosen bridge, stabilized by a core of exotic matter. They allow non-hyperspace-capable ships to travel between connected systems.;Les armées peuvent franchir des détroits sans recourir à des flottes. En cas dattaque survenant dans un détroit, larmée attaquante aura un sérieux handicap.;Meerengen können von Armeen ohne die Hilfe von Flotten überquert werden. Beim Angriff über eine Meerenge erleidet die angreifende Armee beträchtliche Kampfabzüge;;Los ejércitos pueden cruzar los canales sin recurrir a las flotas. Al atacar por un canal, el ejército atacante obtendrá una penalización de combate significativa.;;;;;;;;;x
RIVERS;Jump Gate across the edge of a nebula to §Y$PROV$§!;Une rivière coule entre cette province et §Y$PROV$§!;Ein Fluss fließt zwischen dieser Provinz und §Y$PROV$§!;;Un río comunica esta provincia con §Y$PROV$§!.;;;;;;;;;x
RIVERSDESC;Hyperspace navigation in nebulae is very difficult. Jump Gates are the only way to enter or leave them safely.;En cas dattaque sur une rivière, larmée attaquante aura un sérieux handicap.;Beim Angriff über einen Fluss erleidet die angreifende Armee einen Kampfabzug;;Al atacar por el río, el ejército atacante obtendrá una penalización de combate.;;;;;;;;;x
homosexual_desc;This character is sexually attracted to people of the same sex.;;;;;;;;;;;;;x
MIL_ARMIES;Fleets;Flottes;Flotten;;Flotas;;;;;;;;;x
MIL_NAVIES;Hyperspace Fleets;Flottes;Flotten;;Flotas;;;;;;;;;x
L_INF;F;;;;;;;;;;;;;x
H_INF;B;;;;;;;;;;;;;x
PIKE;D;;;;;;;;;;;;;x
L_CAV;DD;;;;;;;;;;;;;x
H_CAV;BC;;;;;;;;;;;;;x
ARCH;TT;;;;;;;;;;;;;x
H_ARCH;DN;;;;;;;;;;;;;x
GALL;G;G;G;;G;;;;;;;;;x
LEDGER_INDSTATE_ARMY;Fleet;;;;;;;;;;;;;x
REGIMENT;Squadron;Squadron;Squadron;;Squadron;;;;;;;;;x
FLEET;Deep Space Fleet;Flotte;Flotte;;Flota;;;;;;;;;x
ARMY;Fleet;Flotte;Flotte;;Flota;;;;;;;;;x
ARMY_NAME;$NAME$'s Fleet;Flotte de $NAME$;Flotte von $NAME$;;Flota de $NAME$;;;;;;;;;x
FLEET_NAME;$NAME$ Hyperspace Fleet;Flotte de $NAME$;$NAME$ Flotte;;Flota de $NAME$;;;;;;;;;x
ARMY_NAME_noculturegroup;$NUM$$ORDER$ Fleet;$NUM$$ORDER$ Flotte;$NUM$$ORDER$ Flotte;;$NUM$$ORDER$ Flota;$NUM$$ORDER$ flotta;;;;;;;;;x;;;;;;;;;;;;
NAVY_NAME_noculturegroup;$NUM$$ORDER$ Hyperspace Fleet;$NUM$$ORDER$ Flotte;$NUM$$ORDER$ Flotte;;$NUM$$ORDER$ Flota;$NUM$$ORDER$ flotta;;;;;;;;x
REGIMENT_NAME_noculturegroup;$HOME$'s $NUM$$ORDER$ Squadron;;;;;;;;;;;;x;
COMBATVIEW_PHASE_DESC_SKIRMISH;During the Skirmish phase, the main fleets keep their distance while fighters engage in dogfights.\nSmall ships are at their most vulnerable during this phase, but only ?YFighters?W, ?YDestroyers?W, and ?YCombat Drones?W are able to attack and exploit this.;Au cours de la phase de combat, les principales flottilles gardent leur distance tandis que les chasseurs engage l'ennemi.\nLes petits navires sont les plus vuln?bles durant cette phase, mais seuls ?Yles chasseurs?W, ?Yles estroyeurs?W, et ?Yles dr?? de combat?W sont capables d'attaquer et d'exploiter cette faille.;;;;;;;;;;;;x
COMBATVIEW_PHASE_DESC_MELEE;During the Melee phase, the fleets close to combat distance.\n?YBattlecruisers?W, ?YDreadnoughts?W, and ?YBombers?W excel in the Melee Phase.;Pendant la phase de m?e, les flottilles entrent dans le combat ?istance.\n?Yles croiseurs de bataille?W, ?Yles cuiras??W, et ?Yles bombardiers?W excellent dans ces op?tions.;;;;;;;;;;;;x
COMBATVIEW_PHASE_DESC_PURSUE;During the Pursuit phase, one fleet is retreating, and the other is attempting to chase them down.\n?YBattlecruisers?W, ?YBombers?W, and ?YTroop Transports?W excel in the Pursuit Phase.;Pendant la phase de poursuite, une flotille se replie, et les autres tentent de lui donner la chasse.\n?Yles croiseurs de bataille?W, ?Yles bombardiers?W, et ?Yles transport de troupes?W excellent dans ces op?tions.;;;;;;;;;;;;x
LIGHT_INFANTRY;Fighters;Chasseurs;;;;;;;;;;;;x
LIGHT_INFANTRY_MORALE;Fighter Pilot Morale;Moral pilote de chasseur;;;;;;;;;;;;x
LIGHT_INFANTRY_DISCIPLINE;Fighter Squadron Discipline;Discipline escadron de chasseurs;;;;;;;;;;;;x
LIGHT_INFANTRY_OFFENSIVE_FIRE;Fighter Attack;Attaque chasseur;;;;;;;;;;;;x
LIGHT_INFANTRY_DEFENSIVE_FIRE;Fighter Defense;D?nse chasseur;;;;;;;;;;;;x
HEAVY_INFANTRY;Bombers;Bombardiers;;;;;;;;;;;;x
HEAVY_INFANTRY_MORALE;Bomber Pilot Morale;Moral pilote de bombardier;;;;;;;;;;;;x
HEAVY_INFANTRY_DISCIPLINE;Bomber Squadron Discipline;Discipline escadron de bombardier;;;;;;;;;;;;x
HEAVY_INFANTRY_OFFENSIVE_FIRE;Bomber Attack;Attaque bombardier;;;;;;;;;;;;x
HEAVY_INFANTRY_DEFENSIVE_FIRE;Bomber Defense;D?nse bombardier;;;;;;;;;;;;x
PIKEMEN;Combat Drones;Dr?? de combat;;;;;;;;;;;;x
PIKEMEN_MORALE;Combat Drone Morale;Moral dr??de combat;;;;;;;;;;;;x
PIKEMEN_DISCIPLINE;Combat Drone Discipline;Discipline dr??de combat;;;;;;;;;;;;x
PIKEMEN_OFFENSIVE_FIRE;Combat Drone Attack;Attaque dr??de combat;;;;;;;;;;;;x
PIKEMEN_DEFENSIVE_FIRE;Combat Drone Defense;D?nse dr??de combat;;;;;;;;;;;;x
LIGHT_CAVALRY;Destroyers;Destroyers;;;;;;;;;;;;x
LIGHT_CAVALRY_MORALE;Destroyer Crew Morale;Moral ?ipage de destroyer;;;;;;;;;;;;x
LIGHT_CAVALRY_DISCIPLINE;Destroyer Crew Discipline;Discipline ?ipage de destroyer;;;;;;;;;;;;x
LIGHT_CAVALRY_OFFENSIVE_FIRE;Destroyer Attack;Attaque destroyer;;;;;;;;;;;;x
LIGHT_CAVALRY_DEFENSIVE_FIRE;Destroyer Defense;D?nse destroyer;;;;;;;;;;;;x
KNIGHTS;Battlecruisers;Croiseurs de bataille;;;;;;;;;;;;x
KNIGHTS_MORALE;Battlecruiser Crew Morale;Moral ?ipage croiseur de bataille;;;;;;;;;;;;x
KNIGHTS_DISCIPLINE;Battlecruiser Crew Discipline;Discipline ?ipage croiseur de bataille;;;;;;;;;;;;x
KNIGHTS_OFFENSIVE_FIRE;Battlecruiser Attack;Attaque croiseur de bataille;;;;;;;;;;;;x
KNIGHTS_DEFENSIVE_FIRE;Battlecruiser Defense;D?nse croiseur de bataille;;;;;;;;;;;;x
DREADNOUGHTS;Dreadnoughts;Cuirass?;;;;;;;;;;;x;
DREADNOUGHTS_MORALE;Dreadnought Crew Morale;Moral ?ipage de cuirass?;;;;;;;;;;x;;
DREADNOUGHTS_DISCIPLINE;Dreadnought Crew Discipline;Discipline ?ipage de cuirass?;;;;;;;;;;x;;
DREADNOUGHTS_OFFENSIVE_FIRE;Dreadnought Attack;Attaque cuirass?;;;;;;;;;;x;;
DREADNOUGHTS_DEFENSIVE_FIRE;Dreadnought Defense;D?nse cuirass?;;;;;;;;;;x;;
ARCHERS;Troop Transports;Transport de troupes;;;;;;;;;;;;x
ARCHERS_MORALE;Marine Morale;Moral marines;;;;;;;;;;;;x
ARCHERS_DISCIPLINE;Marine Discipline;Discipline marines;;;;;;;;;;;;x
ARCHERS_OFFENSIVE_FIRE;Troop Transport Attack;Attaque transport de troupe;;;;;;;;;;;;x
ARCHERS_DEFENSIVE_FIRE;Troop Transport Defense;D?nse transport de troupe;;;;;;;;;;;;x
HORSE_ARCHERS;Prometheus;Transport de troupes;;;;;;;;;;;;x
HORSE_ARCHERS_MORALE;Prometheus Morale;Moral marines;;;;;;;;;;;;x
HORSE_ARCHERS_DISCIPLINE;Prometheus Discipline;Discipline marines;;;;;;;;;;;;x
HORSE_ARCHERS_OFFENSIVE_FIRE;Prometheus Attack;Attaque transport de troupe;;;;;;;;;;;;x
HORSE_ARCHERS_DEFENSIVE_FIRE;Prometheus Defense;D?nse transport de troupe;;;;;;;;;;;;x
CHAR_PRIEST;A scholar;Un pr?e;Ein Priester;;Un sacerdote;;;;;;;;;x
CHAR_SOLDIER;A military officer;Un soldat;Ein Soldat;;Un soldado;;;;;;;;;x
CHAR_STEWARD;An accountant;Un Intendant;Ein Verwalter;;Un noble;;;;;;;;;x
CHAR_INTRIGUER;An intelligence agent;Un intrigant;Ein Intrigant;;Un conspirador;;;;;;;;;x
CHAR_DIPLOMAT;A diplomat;Un diplomate;Ein Diplomat;;Un diplom?co;;;;;;;;;x
ACTION_DESC;In $LOCATION$ to $ACTION$; $LOCATION$ pour $ACTION$;In $LOCATION$ f?: $ACTION$;;En $LOCATION$ para $ACTION$;;;;;;;;;x
BESIEGED_LEADER_DESC;Defending $BARONY$, $LOCATION$;D?nd $BARONY$, $LOCATION$;Verteidigt $BARONY$, $LOCATION$;;Defendiendo $BARONY$, $LOCATION$;;;;;;;;;x
GENERAL_LEADER_DESC;Commanding the fleet in $LOCATION$;M? des troupes §Y$LOCATION$;F?rt Truppen in $LOCATION$ an;;Liderando tropas en $LOCATION$;;;;;;;;;x
BEING_TUTORED_DESC;Tutored by $TUTOR$ in $LOCATION$;?uqu?e) par $TUTOR$ §Y$LOCATION$;Unterrichtet von $TUTOR$ in $LOCATION$;;Bajo la tutela de $TUTOR$ en $LOCATION$;;;;;;;;;x
IMPRISONED_BY_DESC;Imprisoned by $JAILOR$ in $LOCATION$;Emprisonn?e) par $JAILOR$ in $LOCATION$;Eingekerkert von $JAILOR$ in $LOCATION$;;Encarcelado por $JAILOR$ en $LOCATION$;;;;;;;;;x
AT_COURT_DESC;Residing on $BARONY$, $PROVINCE$; la Cour de $BARONY$, $PROVINCE$;Am Hof in $BARONY$, $PROVINCE$;;En la corte de $BARONY$, $PROVINCE$;;;;;;;;;x
HOLDING_COURT_DESC;Reigning on $BARONY$, $LOCATION$;R?e sur $BARONY$, $LOCATION$;Regiert in $BARONY$, $LOCATION$;;Gobernando en $BARONY$, $LOCATION$;;;;;;;;;x
LANDLESS_COURT_DESC;Residing in $LOCATION$;R?de §Y$LOCATION$;Residiert in $LOCATION$;;Residiendo en $LOCATION$;;;;;;;;;x
DEAD_SINCE_DESC;Dead since $DATE$;Mort(e) depuis $DATE$;Tot seit $DATE$;;Muerto desde el $DATE$;;;;;;;;;x
SIEGE_OF;Invasion of $PROVINCE$;Si? de $PROVINCE$;Belagerung von $PROVINCE$;;Asedio de $PROVINCE$;;;;;;;;;x
MERCENARIES;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
MERCENARIES_CAP;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
MIL_MERCANARIES;PMCs;PMCs;PMCs;;PMCs;;;;;;;;;x
LASS;girl;jeune fille;M?hen;;moza;;;;;;;;;x
LAD;boy;jeune homme;Junge;;Mozo;;;;;;;;;x
house_arrest;House Arrest;;;;;;;;;;;;;x
house_arrest_desc;This character is nominally under arrest, but is for the most part simply confined to fairly luxurious quarters under a watchful eye.;;;;;;;;;;;;;x
the_dungeon;Prison;;;;;;;;;;;;;x
the_dungeon_desc;This character is impounded in a typical prison facility.;;;;;;;;;;;;;x
the_oubliette;Maximum Security;;;;;;;;;;;;;x
the_oubliette_desc;This character has been transferred to a deep space maximum security facility from which escape is nigh-impossible.;;;;;;;;;;;;;x
EVTDESC50000;You have been watching your guards for some time, and believe you have devised a plan to escape from your captivity. It will be very risky, however.;;;;;;;;;;;;;x
