#CODE;ENGLISH;;;;;;;;;;;;;x
baratineur_desc;This character is silver-tongued. Sometimes; you wonder how he can sleep at night with all his lies... or how people can still trust him.;Ce personnage est un baratineur. Parfois; vous vous demandez comment il arrive à dormir la nuit avec tous ses mensonges...Ou comment les gens peuvent toujours avoir confiance en lui.;Dieser Charakter ist ein Süßholzraspler. Man fragt sich; wie es ihm bei all seinen Lügen gelingt; nachts noch ein Auge zu zumachen... oder wie manche ihm immer noch trauen können.;;Este personaje es un camelista. A veces; usted se pregunta cómo logra dormir por la noche con todas sus mentiras... O cómo la gente puede siempre tener confianza en él.;;;;;;;;;x
barren;Barren;Stérile;Sterilen;;Estéril;;;;;;;;;x
barren_desc;This character is infertile; having children will be especially hard for them.;Ce personnage est stérile; avoir des enfants sera particulièrement dur.;Diese Person ist unfruchtbar; Guthaben von Kindern wird besonders hart sein.;;Este personaje es estéril; haber niños será particularmente duro.;;;;;;;;;x
bavard;Talkative;Bavard;Gesprächig;;Hablador;;;;;;;;;x
bavard_desc;This character is talkative. You can't speak with him; just listen. It's the best you can do...;Ce personnage est très bavard. Vous ne pouvez pas en placer une lorsque vous lui parlez. Ecoutez. C'est ce qu'il y a de mieux à faire...;Diese Person ist wirklich redselig. Man kann mit ihm nicht reden; nur zuhören. Es ist das Beste was man machen kann...;;Este personaje es muy hablador. Usted no puede colocar uno cuando usted le habla. Escuche. Es lo que hay de mejor a hacer...;;;;;;;;;x
belliciste;Warmonger;Belliciste;Kriegstreiber;;Belicista;;;;;;;;;x
belliciste_desc;This character is a warmonger. You might want him as an ally.;Ce personnage est un belliciste. Il vaut mieux l'avoir en tant qu'allié. Réellement.;Diese Person ist ein Kriegstreiber. Vielleicht wäre es besser sich mit ihm anzufreunden.;;Este personaje es un belicista. Vale más tenerlo como aliado. Realmente.;;;;;;;;;x
bipolaire;Bipolar;Bipolaire;Bipolare;;Bipolares;;;;;;;;;x
bipolaire_desc;This character is Bipolar; meaning he often experiments violent mood swings. People thinks he's a little crazy.;Ce personnage est Bipolaire; ce qui fait qu'il subit régulièrement des sautes d'humeur. Les gens le prennent souvent pour un fou.;Diese Person ist doppelpolig; was macht; daß er Launen regelmäßig erträgt. Die Leute halten ihn oft für einen Narren.;;Este personaje es Bipolar; lo que hace que sufre regularmente cambios bruscos de humor. La gente le toma a menudo por un loco.;;;;;;;;;x
charismatique;Charismatic;Charismatique;Charismatisch;;Carismático;;;;;;;;;x
charismatique_desc;This character is very charismatic! People will often see him as a born leader and will never doubt his judgement!;Ce personnage est très charismatique! Les gens le considèrent souvent comme un leader né et ne remettront jamais en doute son jugement!;Diese Person ist sehr charismatisch! Er gilt als geborener Anführer und sein Urteilsvermögen wird niemals angezweifelt!;;¡ Este personaje es muy carismático! ¡ La gente le considera a menudo un líder nacido y jamás devolverá en duda su juicio!;;;;;;;;;x
concentre;Focused;Concentré;Konzentriert;;Centrado;;;;;;;;;x
concentre_desc;This character is focused. Nothing can grab his attention;Ce personnage est concentré. Rien ne peut détourner son attention.; Diese Person ist kann sich sehr gut fokussieren. Nichts kann seine Konzentration dann brechen.;;Este personaje es concentrado. Nada puede desviar su atención.;;;;;;;;;x
detestelire;Hate reading;Déteste lire;Hasse zu lesen;;Odio leer;;;;;;;;;x
detestelire_desc;This character hates reading. For him; people reading are just wasting their time.;Ce personnage déteste lire. Pour lui; les gens qui lisent gâchent tout simplement leur temps.;Diese Person hasst zu lesen. Für ihn vergeuden die Leute; die lesen; ganz einfach ihre Zeit.;;Este personaje detesta leer. Para él; la gente que lee amasa simplemente su tiempo.;;;;;;;;;x
egoiste;Selfish;Égoïste;Egoist;;Egoísta;;;;;;;;;x
egoiste_desc;This character is selfish. He'll never share anything with anyone.;Ce personnage est égoïste. Il ne partagera jamais quelque chose avec les autres.;Diese Person ist ein Egoist. Er würde niemals etwas mit Anderen teilen.;;Este personaje es egoísta. Jamás compartirá algo con otros.;;;;;;;;;x
etourdi;Absent-minded;Étourdi;Geistesabwesend;;Mareado;;;;;;;;;x
etourdi_desc;This character is absent-minded. Not a very good steward.;Ce personnage est étourdi. Il ne fait pas un bon intendant.;Diese Person ist sehr zerstreut. Sie ist kein guter Verwalter.;;Este personaje es aturdido. No hace a un buen intendente.;;;;;;;;;x
feeble;Feeble;Frêle;Zierlich;;Frágil;;;;;;;;;x
feeble_desc;This character is unhealthy and susceptible to illness.;Ce personnage est frêle. Il est plus enclin à tomber malade.;Diese Person ist zart. Es ist mehr geneigt zu krank werden.;;Este personaje es endeble. Es más propenso a enfermar.;;;;;;;;;x
fertile;Fertile;Fertile;Fruchtbaren;;Fértil;;;;;;;;;x
fertile_desc;This character is fertile; having children will be especially easy for them.;Ce personnage est fertile; avoir des enfants sera bien plus facile.;Diese Person ist fruchtbar; Guthaben von Kindern wird leichter sein.;;Este personaje es fértil; haber niños será mucho más fácil.;;;;;;;;;x
fluent;Fluent;Voix claire;Klaren Stimme;;Voz clara;;;;;;;;;x
fluent_desc;This character has a clear and coherent voice.;Ce personnage a une voix claire et douce à l'oreille.;Diese Person hat eine klare und sanfte Stimme im Ohr.;;Este personaje tiene una voz clara y dulce a la oreja.;;;;;;;;;x
frileux;Cryosensitive;Frileux;Kälteempfindlich;;Pies fríos;;;;;;;;;x
frileux_desc;This character is cryosensitive. He's particularly bad in cold weather.;Ce personnage est frileux. Ses capacités au combats seront réduites durant l'hiver.;Diese Person ist arg verfroren. Ihre Fähigkeiten im Kampf werden im kalten Wetter schlechter sein.;;Este personaje es friolero. Sus capacidades a combates serán reducidos durante invierno.;;;;;;;;;x
funny;Funny;Drôle;Humorvoll;;Gracioso;;;;;;;;;x
funny_desc;This character has a good sense of humor! People love spending time with him!;Ce personnage est très drôle! Les gens adorent passer du temps avec lui!;Diese Person hat einen guten Sinn für Humor! Man verbringt gerne Zeit mit ihr.;;¡ Este personaje es muy divertido! ¡ A la gente le encanta pasar del tiempo con él!;;;;;;;;;x
gigantisme;Gigantism;Gigantisme;Gigantismus;;Gigantismo;;;;;;;;;x
gigantisme_desc;This character is suffering from Gigantism. It's a good asset on the battlefield; but otherwise...;Ce personnage est atteint de Gigantisme. Un atout sur le champ de bataille; mais un inconvénient dans la vie de tous les jours...;Diese Person ist von Riesenwuchs erreicht. Ein Trumpf auf dem Schlachtfeld; aber eine Unbequemlichkeit im alltäglichen Leben...;;Este personaje padece de Gigantismo. Una ventaja sobre el campo de batalla; pero un inconveniente en la vida de cada día...;;;;;;;;;x
goodwithnumbers;Good with numbers;Bon avec les chiffres;Scheck mit den Zahlen;;Bueno con los números;;;;;;;;;x
goodwithnumbers_desc;This character is good with numbers. It'll take him less time to build something and is also a good Steward.;Ce personnage est bon avec les chiffres; faisant qu'il prendra moins de temps à construire quelque chose. Il fait aussi un excellent Intendant.;Diese Person ist mit den Zahlen gut; die machen; daß er weniger Zeit nehmen wird; etwas zu bauen. Er macht auch einen ausgezeichneten Haushofmeister.;;Este personaje es bueno con las cifras; haciendo que agarrará menos tiempo de construir algo. Hace también a un Intendente excelente.;;;;;;;;;x
grandesoreilles;Big ears;Grandes oreilles;Große Ohren;;Orejas grandes;;;;;;;;;x
grandesoreilles_desc;"This character is known as "the guy with ears as big as a donkey". At least"; he can hear people’s conversations from a good distance...;"Ce personnage est connu comme "La personne avec des oreilles aussi grandes que celles d'un âne". Au moins"; vous pouvez entendre de loin les conversations des autres...;Diese Person ist bekannt als „Der Kerl mit Eselsohren“. Zumindest kann er Andere aus großer Distanz besser hören.;;"Este personaje es conocido "como la persona con orejas por muy grandes como las de un asno". Por lo menos"; usted puede oír de lejos las conversaciones de otras...;;;;;;;;;x;
heavylimp;Heavy limp;Boitement prononcé;Starkes Hinken;;Cojera pronunciada;;;;;;;;;x
heavylimp_desc;This character has a heavy limp. Children; and sometimes adults; make fun of him because of the ridiculous way he walks. He's also mostly useless on the battlefield.;Ce personnage a un boitement particulièrement prononcé. Les enfants; ainsi que les adultes; parfois; se moquent de lui à cause de sa drôle de manière de marcher. Il est principalement inutile sur le champ de bataille.;Diese Person hinkt stark. Kinder; manchmal gar Erwachsene; machen Witze über ihn und seiner lächerlichen Art zu laufen. Auf dem Schlachtfeld ist er beinahe nutzlos.;;Este personaje tiene una cojera particularmente pronunciada. Los niños; así como los adultos; a veces; se burlan de él a causa de su divertido de una manera de marchar. Es principalmente inútil sobre el campo de batalla.;;;;;;;;;x
humournoir;Dark humour;Humour noir;Schwarzer Humor;;Humor negro;;;;;;;;;x
humournoir_desc;This character has a dark sense of humor.;L'humour de ce personnage est de (très) mauvais goût.;Der Humor dieser Person ist geschmacklos.;;El humor de este personaje es de mal gusto.;;;;;;;;;x
hypersensible;Over-Emotional;Hypersensible;Sehr weinerlich;;Hipersensible;;;;;;;;;x
hypersensible_desc;This character is over-emotional. Anything will make them cry: the cute little bunny in the garden; a wedding; being scolded… anything.;Ce personnage est hypersensible. Un rien peut le faire pleurer : Le mignon petit lapin dans le jardin; un mariage; se faire disputer. Un rien.;Diese Person ist sehr weinerlich. Alles gibt ihm Anlass zum Weinen: Ein süßes Kaninchen im Garten; eine Hochzeit; gescholten zu werden. Einfach alles.;;Este personaje es hipersensible. Una pequeñez puede hacerlo llorar: el guapo pequeño conejo en el jardín; un matrimonio; hacerse disputar. Una pequeñez.;;;;;;;;;x
illettre;Illiterate;Illettré;Analphabet;;Analfabeto;;;;;;;;;x
illettre_desc;This character didn't care about his education when he was younger and now he can't write or read. What a shame...;Ce personnage se fichait de son éducation étant plus jeune; il est désormais illettré; faisant qu'il ne peut ni lire et écrire. Quelle honte...;Diese Person machte sich nichts aus Bildung; als sie jünger war. Jetzt kann er weder lesen; noch schreiben. Wie peinlich.;;Este personaje se hinchaba su educación que era más joven; es analfabeto en lo sucesivo; haciendo que no puede ni leer y escribir. Cual vergüenza...;;;;;;;;;x
immature;Childish;Immature;Kindisch;;Inmaduro;;;;;;;;;x
immature_desc;This character is childish. He thinks mature people are boring and don't deserve his time.;Ce personnage est immature. Il pense que les gens matures sont ennuyant et ne méritent pas son attention.;Diese Person ist kindisch. Er denkt; dass Erwachsene langweilig sind und sich seine Zeit nicht verdient haben.;;Este personaje es inmaduro. Piensa que la gente madura molestan y no merece su atención.;;;;;;;;;x
imperialiste;Imperialistic;Impérialiste;Imperialistisch;;Imperialismo;;;;;;;;;x
imperialiste_desc;This character is imperialistic; meaning he'll try to conquer every last bit of your lands. Yes; that means the dust under your bed will also belong to him.;Ce personnage est un impérialiste; ce qui veut dire qu'il va essayer de conquérir jusqu'au dernier morceau de vos terres. Oui; ça veut dire que même la poussière en dessous de votre lit lui appartiendra.;Diese Person ist imperialistisch. Er wird versuchen; all eure Länder zu erobern. Das bedeutet; selbst der Staub unter eurem Bette wird ihm gehören.;;Este personaje es un imperialista; lo que quiere decir que va a tratar de conquistar hasta el último pedazo de sus tierras. Sí; esto quiere decir que hasta el polvo debajo de su cama le pertenecerá.;;;;;;;;;x
indecis;Indecisive;Indécis;Unentschlossen;;Indecisión;;;;;;;;;x
indecis_desc;This character is indecisive. Having to make a choice is the worst thing that can happen to him.;Ce personnage est indécis. Le faire choisir entre deux choses et la pire chose qu'il puisse lui arriver.;Diese Person ist unentschlossen. Die Wahl zu haben ist das Schlimmste; was ihm widerfahren könnte.;;Este personaje es indeciso. Hacerlo escoger entre dos cosas y la peor cosa que pueda llegarle.;;;;;;;;;x
indulgent;Forgiving;Indulgent;Nachsichtig;;Indulgente;;;;;;;;;x
indulgent_desc;This character is forgiving. They are less inclined to betray you and think that vengeance only serve to fuel hatred.;Ce personnage est indulgent. Il est moins enclin à vous trahir et pense que la vengeance ne sert qu'à attiser la haine.;Dieser Charakter ist nachsichtig. Es ist weniger wahrscheinlich; dass Sie verraten und denkt; dass Rache nur Hass zu schüren dient.;;Este personaje es indulgente. Es menos probable que traicionarte y piensa que la venganza sólo sirve para incitar al odio.;;;;;;;;;x
influencable;Impressionable;Influençable;Beeinflussbar;;Impresionable;;;;;;;;;x
influencable_desc;This character is impressionable; meaning he might switch sides at any moment.;Ce personnage est influençable; ce qui fait qu'il risque de changer de côté à n'importe quel moment.;Diese Person ist leicht zu beeinflussen; was bedeutet das er in jedem Augenblick die Seiten wechseln könnte.;;Este personaje es influençable; lo que hace que corre peligro de cambiar de lado en cualquier momento.;;;;;;;;;x
lechebottes;Lick-spittle;Lèche-bottes;Speichellecker;;Adulador;;;;;;;;;x
lechebottes_desc;This character is a lick-spittle. They could do anything for their liege; regardless of what the others are thinking.;Ce personnage est un lèche-bottes. Il est prêt à tout pour son Seigneur; quoiqu'en pensent les autres.;Diese Person ist ein Kriecher. Er ist zu allem für seinen Herren bereit; obwohl andere daran denken.;;Este personaje es un pelotillero. Está listo para todo para su Señor; aunque piensan en eso otros.;;;;;;;;;x
maigre;Skinny;Maigre;Dünn;;Delgado;;;;;;;;;x
maigre_desc;This character is skinny. Nothing special.;Ce personnage est maigre. Rien de bien spécial.;Diese Person ist mager. Nichts Besonderes;;Este personaje es flaco. Nada muy especial;;;;;;;;;x
mature;Mature;Mature;Erwachsener Humor;;Madura;;;;;;;;;x
mature_desc;This character is mature. He can't stand childish people and doesn't want anything to do with them.;Ce personnage est mature. Il ne supporte pas les gens immatures et ne veux rien à voir à faire avec eux.;Diese Person hat einen sehr erwachsenen Sinn für Humor. Er kann kindische Personen nicht ausstehen und wird nichts mit ihnen zu tun haben wollen.;;Este personaje es maduro. No sostiene a la gente inmadura y no quieras nada a ver a hacer con ellos.;;;;;;;;;x
mauvaismenteur;Bad liar;Mauvais menteur;Schlechter Lügner;;Mala mentirosa;;;;;;;;;x
mauvaismenteur_desc;This character is a bad liar. He tries to lie the best he can but; honestly; it's kind of funny to see he is full of...;Ce personnage est un mauvais menteur. Il essaie de mentir du mieux qu'il peut mais; honnêtement; c'est drôle de le voir inventer tout et n'importe quoi.;Diese Person ist ein schlechter Lügner. Er versucht es immer wieder; aber letzten Endes...;;Este personaje es un mal mentiroso. Trata de mentir de mejor que puede pero; honestamente; es divertido de verlo inventar todo y cualquier cosa.;;;;;;;;;x;
meager;Meager;Petits attributs;Kleine Attribute;;Pequeños atributos;;;;;;;;;x
meager_desc;"This character's..erm.."bits" are smaller than most.";Ce personnage n'est pas très bien membré...;Diese Person ist membré nicht sehr gut....;;Este personaje no es muy bien membrado...;;;;;;;;;x
meatlover;Carnivore;Carnassier;Fleischfresser;;Carnicero;;;;;;;;;x
meatlover_desc;This character is a carnivore. He despises people who only eat vegetables. Meat is his life!;Ce personnage est carnassier. Il méprise les gens qui se nourrissent seulement de légumes. La viande représente toute sa vie!;Diese Person ist ein Fleischfresser. Er verachtet Leute; die nur Gemüse essen. Fleisch ist sein Leben.;;Este personaje es carnicero. Se equivoca la gente que se alimenta solamente de verduras. ¡ La carne representa toda su vida!;;;;;;;;;x
melodious;Melodious;Voix d'ange;Engelstimme;;Voz de ángel;;;;;;;;;x
melodious_desc;This character has a voice like an angel.;Ce personnage a une voix d'ange. Il peut charmer n'importe qui.;Diese Person hat eine Engelstimme. Er kann irgendwen bezaubern.;;Este personaje tiene una voz de ángel. A él puede encantar cualquiera.;;;;;;;;;x
necro;Necrophile;Nécrophile;Nekrophile;;Necrofílico;;;;;;;;;x
necro_desc;"This character is a necrophile...He...Ugh...Loves to "spend time" with corpses...";"Ce personnage est un nécrophile...Il adore...Euh..."Passer du temps" avec des cadavres...";"Diese Person ist ein nekrophile...Er betet an...Äh..."Zeit gehen" mit Leichen...";;"Este personaje es un necrofílico...Adora..."Pasar del tiempo" con cadáveres...";;;;;;;;;x
nonromantique;Unflirty;Froid;Kalt;;Frío;;;;;;;;;x
nonromantique_desc;This character is unflirty. They do not appreciate the romantic advances of others; and are particularly tough to seduce.;Ce personnage est froid. Il déteste les avances romantiques des autres et est particulièrement dur à séduire.;Diese Person ist kalt. Er hasst die romantischen Avancen von anderen und ist besonders hart zu verführen.;;Este personaje es frío. Detesta los adelantos románticos de otros y es particularmente duro a seducir.;;;;;;;;;x
nonscientifique;Hates sciences;Déteste les sciences;Hasse die Wissenschaften;;Detesta las ciencias;;;;;;;;;x
nonscientifique_desc;This character can't bear scientific stuff. He'll usually gets frustrated or gets mad if he tries to read something about it.;Ce personnage déteste les sciences. Il va généralement se retrouver frustré ou énervé si celui-ci essaie de lire un livre à ce sujet.;Diese Person hasst die Wissenschaften. Er wird sich frustriert oder aufgeregt im allgemeinen befinden; wenn dieser versucht; ein Buch zu diesem Thema zu lesen.;;Este personaje detesta las ciencias. Generalmente va a encontrarse frustrado o enervar si éste trata de leer un libro para este sujeto.;;;;;;;;;x
nonviolent;Pacifist;Pacifiste;Pazifist;;Pacifista;;;;;;;;;x
nonviolent_desc;This character is a pacifist. He's against wars in any form. ;Ce personnage est pacifiste. Il est contre la guerre; quelle que soit sa forme.;Diese Person ist ein Pazifist. Er ist gegen Kriege jedweder Art.;;Este personaje es pacifista. Está contra la guerra; cualquiera que sea su forma.;;;;;;;;;x
obese;Obese;Obèse;Fett;;Gordo;;;;;;;;;x
obese_desc;This character is obese. He has bad health and is worthless on the battlefield.;Ce personnage est obèse. Il dispose d'une très mauvaise santé; et est aussi très mauvais sur le champ de bataille.;Diese Person ist Seine Gesundheit ist schlecht und auf dem Schlachtfeld ist er nutzlos.;;Este personaje es obeso. Dispone de una salud muy mala; y es por muy muy malo sobre el campo de batalla.;;;;;;;;;x
obese_death;of morbid obesity;d'obésité morbide;krankheitsfettleibigkeit;;de obesidad mórbida;;;;;;;;;x
offensive;Offensive;Sans tact;Anstößig;;Ofensivo;;;;;;;;;x
offensive_desc;This character is offensive. He always says the wrong words in the wrong situation.;Ce personnage est sans tact. Il sait toujours dire la mauvaise chose au mauvais moment.;Diese Person ist bekannt für ihre Beleidigungen. Er sagt stets die falschen Worte zur falschen Zeit.;;Este personaje es ofensivo. Sabe siempre decir la mala cosa en el mal momento.;;;;;;;;;x
peurdunoir;Afraid of the dark;Peur du noir;Achluophobie;;Miedo a la oscuridad;;;;;;;;;x
peurdunoir_desc;This character is afraid of the dark. Going to the toilet at night is always a pain for him.;Ce personnage a peur du noir. Pour lui; aller aux toilettes la nuit est une véritable épreuve.;Diese Person hat Angst vor der Dunkelheit. Nachts auf die Toilette zu gehen ist schwer für ihn.;;Este personaje tiene miedo del negro. Para él; ir al baño la noche es una prueba verdadera.;;;;;;;;;x
psychopath;Psychopath;Psychopathe;Psychopath;;Psicópata;;;;;;;;;x
psychopath_desc;This character was born with a predisposition to antisocial and violent behaviour.;Ce personnage est né avec une prédisposition à avoir un comportement antisocial et violent.;Diese Person ist mit einer Veranlagung geboren; ein unsoziales und gewaltsames Verhalten zu haben.;;Este personaje nació con una predisposición que tiene un comportamiento antisocial y violento.;;;;;;;;;x
pudique;Modest;Pudique;Schamhaft;;Pudorosa;;;;;;;;;x
pudique_desc;This character is really uncomfortable without is clothes on. It can be a bit of a problem in the bedroom; but nothing too bad.;Ce personnage est très pudique; être nu le rend très mal à l'aise. Cela peut être source de problèmes dans le lit conjugal; mais rien de bien grave.;Diese Person fühlt sich ohne Kleider unbehaglich. Diese könnte ein Problem im Schlafzimmer sein; ist jedoch nicht weiter schlimm.;;Este personaje es muy púdico; estar desnudo le hace muy mal confortable. Esto puede ser fuente de problemas en la cama conyugal; pero nada muy grave.;;;;;;;;;x
raciste;Xenophobe;Raciste;Rassist;;Racista;;;;;;;;;x
raciste_desc;This character is xenophobic! He can't stand people of different culture or religion.;Ce personnage est raciste! Il ne peut pas supporter les personnages d'une autre culture ou religion.;Diese Person ist ein Rassist! Er kann Menschen anderer Kultur oder Religion nicht leiden.;;¡ Este personaje es racista! No puede sostener a los personajes de otra cultura o religión.;;;;;;;;;x
rancunier;Resentful;Rancunier;Nachtragend;;Vengativo;;;;;;;;;x
rancunier_desc;This character is resentful. They can hold grudges for ages. Anything you did to upset them will forever be engraved in their mind. Vengeance is their only reason to live.;Ce personnage est rancunier. Il peut vous en vouloir pendant des années. Contrariez-le ne serait-ce qu'une fois et il ne l'oubliera jamais. Il ne vit que pour la vengeance.;Dieser Charakter ist ärgerlich. Er kann Ihnen jahrelang verantwortlich machen. Vereitelt es nur einmal; wenn es nie vergessen werden. Er lebt nur für Rache.;;Este personaje es rencoroso. Puede le querérselo durante años. Contraríelo esto sería sólo una vez y jamás lo olvidará. Vive sólo para la venganza.;;;;;;;;;x
resilient;Resilient;Résilient;Elastischen;;Rescinden;;;;;;;;;x
resilient_desc;This character is especially resistant to illness.;Ce personnage est particulièrement résistant aux maladies.;Diese Person ist in den Krankheiten besonders kräftig.;;Este personaje es particularmente resistente a las enfermedades.;;;;;;;;;x
romantique;Romantic;Romantique;Romantisch;;Romántico;;;;;;;;;x
romantique_desc;This character is romantic. They show their love to their spouse/lover everyday and by any mean.;Ce personnage est romantique. Il adore démontrer son amour à son conjoint/amant tous les jours et par tous les moyens.;Diese Person ist romantisch. Er beweist seine Liebe zu seinem Ehegatten / Geliebten jeden Tag und von allen Mitteln gern.;;Este personaje es romántico. Le encanta demostrar su amor a su cónyuge / amante cada día y por todos los medios.;;;;;;;;;x
roux;Redheaded;Roux;Rothaarig;;Rojizo;;;;;;;;;x
roux_desc;This character is a ginger. People avoid him like the plague. Some say he's the Devil incarnate...;Ce personnage est roux. Les gens l'évitent comme la peste. Certains disent qu'il est l'incarnation du Diable...;Diese Person ist rotblond. Die Leute vermeiden ihn wie die Pest. Manche sagen; daß er die Verkörperung des Teufels ist...;;Este personaje es pelirrojo. La gente lo evita como la peste. Algunos dicen que es la encarnación del Diablo...;;;;;;;;;x
sadomaso;Sadomasochist;Sadomasochiste;Sadomasochist;;Sadomasoquista;;;;;;;;;x
sadomaso_desc;This character likes it rough. Don't hesitate to use that whip!;Ce personnage aime quand ça fait mal. N'hésitez pas à utiliser ce fouet!;Diese Person mag es hart. Zögert nicht die Peitsche zu verwenden.;;A este personaje le gusta cuando esto hace daño. ¡ No vacile en utilizar este látigo!;;;;;;;;;x
sangchaud;Warm-blooded;Sang Chaud;Warmblütig;;Sangre caliente;;;;;;;;;x
sangchaud_desc;This character is warm-blooded. He's better at handling cold weather.;Ce personnage a le sang chaud. Il résiste mieux aux climats froids.;Diese Person ist warmblütig. Er kann sich dem kalten Wetter besser widersetzen.;;Este personaje tiene la sangre caliente. Resiste mejor a los climas fríos.;;;;;;;;;x
schizo;Schizophrenic;Schizophrène;Schizophren;;Esquizofrenia;;;;;;;;;x
