#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
successful_campaign_desc;This character has recently won a major military victory, and as such is respected and admired by both their superiors and the soldiers under their command. They are given great respect, and their orders are trusted without question.;;;;;;;;;;;;;x
disastrous_campaign;Military Disaster;;;;;;;;;;;;;x
disastrous_campaign_desc;This character is still dealing with the legacy of a notorious military disaster suffered under their command, causing subordinates and superiors alike to constantly question their orders and ability.;;;;;;;;;;;;;x
EVTDESCCAMPAIGN1;[From.GetTitle] [From.GetFullName] has successfully completed a military campaign and captured one of your enemies!;;;;;;;;;;;;;x
EVTOPTACAMPAIGN1;Well done, [From.GetTitle].;;;;;;;;;;;;;x
EVTDESCCAMPAIGN3;[From.GetTitle] [From.GetFullName] has ordered a strategic withdrawal from one of [From.GetHerHis] military campaigns against your enemies.;;;;;;;;;;;;;x
EVTOPTACAMPAIGN3;Do I have to do everything myself?;;;;;;;;;;;;;x
EVTDESCCAMPAIGN5;[From.GetTitle] [From.GetFullName] has suffered a humilitating defeat in the field, and abandoned one of [From.GetHerHis] military campaigns against your enemies.;;;;;;;;;;;;;x
EVTOPTACAMPAIGN5;I'm surrounded by IDIOTS!;;;;;;;;;;;;;x
opinion_successful_military_campaign;Conducted Successful Military Campaign;;;;;;;;;;;;;x
opinion_failed_military_campaign;Conducted Failed Military Campaign;;;;;;;;;;;;;x
dreadnoughts;Dreadnoughts;Cuirassé;;;;;;;;;;;x
dreadnoughts_offensive;Dreadnought Attack;;;;;;;;;;;;x
dreadnoughts_defensive;Dreadnought Defense;;;;;;;;;;;;x
dreadnoughts_morale;Dreadnought Crew Morale;;;;;;;;;;;;x
;;;;;;;;;;;;;;
prometheus;Prometheus;Cuirassé;;;;;;;;;;;x
prometheus_offensive;Prometheus Attack;;;;;;;;;;;;x
prometheus_defensive;Prometheus Defense;;;;;;;;;;;;x
prometheus_morale;Prometheus Crew Morale;;;;;;;;;;;;x
;;;;;;;;;;;;;;
RETTYPE_I1;I-42 Fighter Wing;;;;;;;;;;;;x
RETTYPE_I2;Fanatics Fighter Wing;;;;;;;;;;;;x
RETTYPE_I2_PIRATE;Pirate Wing;;;;;;;;;;;;x
RETTYPE_B1;B-2 Bomber Wing;;;;;;;;;;;;x
RETTYPE_B1_PIRATE;Pirate Destroyer Wing;;;;;;;;;;;;x
RETTYPE_B2;Fanatics Bomber Wing;;;;;;;;;;;;x
RETTYPE_D1;X1 Combat Drone Cluster;;;;;;;;;;;;x
RETTYPE_DD1;Perseus-class Destroyer;;;;;;;;;;;;x
RETTYPE_DD1;Perseus-class Destroyer;;;;;;;;;;;;x
RETTYPE_DD1_PIRATE;Pirate Perseus-class Destroyer;;;;;;;;;;;;x
RETTYPE_DD1_PIRATE;Pirate Perseus-class Destroyer;;;;;;;;;;;;x
RETTYPE_BC1;Yamato-class Battlecruiser;;;;;;;;;;;;x
RETTYPE_DN1;Victory-class Dreadnought;;;;;;;;;;;;x
RETTYPE_PM1;Victory-class Prometheus;;;;;;;;;;;;x
EVTDESCMILITARY0;You currently hold command of a military office, but you are a civilian, and have neither the training nor the experience to command field units. You will have to either give command to someone more qualified, or dissolve the military.;;;;;;;;;;;;x
EVTOPTAMILITARY0;Who's the most qualified officer I can trust?;;;;;;;;;;;;x
EVTOPTBMILITARY0;Command will go to our brightest strategic mind.;;;;;;;;;;;;x
EVTOPTCMILITARY0;If I can't command the military, nobody will!;;;;;;;;;;;;x
EVTDESCMILITARY1;Your command is currently organized as multiple separate fleets, which is causing no end of logistical and organizational nightmares for your staff. Either command of one fleet will have to be given to a subordinate, or the fleets must be merged.;;;;;;;;;;;;x
EVTOPTAMILITARY1;A little nepotism never hurt anyone.;;;;;;;;;;;;x
EVTOPTBMILITARY1;Who is my most qualified subordinate?;;;;;;;;;;;;x
EVTOPTCMILITARY1;I'll have to set up a merged fleet command.;;;;;;;;;;;;x
open_fleet_command_menu;Open Military Command Menu;;;;;;;;;;;;x
open_fleet_command_menu_desc;Opens a menu allowing you to assign Navy and Fleet titles to the military officers under your command, and to order your military officers on operations and campaigns.;;;;;;;;;;;;x
close_fleet_command_menu;Close Military Command Menu;;;;;;;;;;;;x
close_fleet_command_menu_desc;Hides the Military Command decisions to clear up space in your decision list.;;;;;;;;;;;x
EVTDESCMILITARY100;[Root.Liege.GetTitle] [Root.Liege.GetFullName] has given you command of the [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;x
EVTDESCMILITARY101;[Root.Liege.Regent.GetTitle] [Root.Liege.Regent.GetFullName] has given you command of the [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;x
assign_command_terran_navy;Give Command of the Terran Navy;;;;;;;;;;;;x
assign_command_terran_navy_desc;The Terran Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_terran_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_terran_fleet_command_desc;Grant [Root.GetFullName] command of the first available Terran fleet.;;;;;;;;;;;;x
assign_command_terran_commonwealth_fleet;Give Command of the Solar Guard;;;;;;;;;;;;x
assign_command_terran_commonwealth_fleet_desc;The Solar Guard lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_xingjie_navy;Give Command of the Xingjie Navy;;;;;;;;;;;;x
assign_command_xingjie_navy_desc;The Xingjie Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_xingjie_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_xingjie_fleet_command_desc;Grant [Root.GetFullName] command of the first available Xingjie fleet.;;;;;;;;;;;;x
assign_command_xingjie_fleet;Give Command of the Xingjie Space Force;;;;;;;;;;;;x
assign_command_xingjie_fleet_desc;The Xingjie Space Forces lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_tierra_celeste_navy;Give Command of the Celestean Navy;;;;;;;;;;;;x
assign_command_tierra_celeste_navy_desc;The Celestean Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_tierra_celeste_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_tierra_celeste_fleet_command_desc;Grant [Root.GetFullName] command of the first available Celestean fleet.;;;;;;;;;;;;x
assign_command_tierra_celeste_fleet;Give Command of the Celestean Armada;;;;;;;;;;;;x
assign_command_tierra_celeste_fleet_desc;The Celestean Armada lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_al_samawat_navy;Give Command of the Samawati Navy;;;;;;;;;;;;x
assign_command_al_samawat_navy_desc;The Samawati Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_al_samawat_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_al_samawat_fleet_command_desc;Grant [Root.GetFullName] command of the first available Samawati fleet.;;;;;;;;;;;;x
assign_command_al_samawat_fleet;Give Command of the Samawati Guard;;;;;;;;;;;;x
assign_command_al_samawat_fleet_desc;The Samawati Guard lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_zenye_nyota_angani_navy;Give Command of the Angani Navy;;;;;;;;;;;;x
assign_command_zenye_nyota_angani_navy_desc;The Angani Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_zenye_nyota_angani_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_zenye_nyota_angani_fleet_command_desc;Grant [Root.GetFullName] command of the first available Angani fleet.;;;;;;;;;;;;x
assign_command_zenye_nyota_angani_fleet;Give Command of the Angani Armed Forces;;;;;;;;;;;;x
assign_command_zenye_nyota_angani_fleet_desc;The Angani Armed Forces lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_frontier_navy;Give Command of the Frontier Navy;;;;;;;;;;;;x
assign_command_frontier_navy_desc;The Frontier Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_frontier_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_frontier_fleet_command_desc;Grant [Root.GetFullName] command of the first available Frontier fleet.;;;;;;;;;;;;x
assign_command_frontier_fleet;Give Command of the Frontier Rangers;;;;;;;;;;;;x
assign_command_frontier_fleet_desc;The Frontier Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_xin_zizhiqu_navy;Give Command of the Xin Zizhiqu Navy;;;;;;;;;;;;x
assign_command_xin_zizhiqu_navy_desc;The Xin Zizhiqu Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_xin_zizhiqu_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_xin_zizhiqu_fleet_command_desc;Grant [Root.GetFullName] command of the first available Xin Zizhiqu fleet.;;;;;;;;;;;;x
assign_command_xin_zizhiqu_fleet;Give Command of the Xin Zizhiqu Peacekeepers;;;;;;;;;;;;x
assign_command_xin_zizhiqu_fleet_desc;The Xin Zizhiqu Peacekeepers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_orion_reach_navy;Give Command of the Reach Navy;;;;;;;;;;;;x
assign_command_orion_reach_navy_desc;The Reach Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_orion_reach_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_orion_reach_fleet_command_desc;Grant [Root.GetFullName] command of the first available Reach fleet.;;;;;;;;;;;;x
assign_command_orion_reach_fleet;Give Command of the Orion Armada;;;;;;;;;;;;x
assign_command_orion_reach_fleet_desc;The Orion Armada lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_tarka_navy;Give Command of the Tarkan Navy;;;;;;;;;;;;x
assign_command_tarka_navy_desc;The Tarkan Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_tarka_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_tarka_fleet_command_desc;Grant [Root.GetFullName] command of the first available Tarkan fleet.;;;;;;;;;;;;x
assign_command_tarka_fleet;Give Command of the Tarkan Armed Forces;;;;;;;;;;;;x
assign_command_tarka_fleet_desc;The Tarkan Armed Forces lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_avalon_navy;Give Command of the Avalonian Navy;;;;;;;;;;;;x
assign_command_avalon_navy_desc;The Avalonian Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_avalon_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_avalon_fleet_command_desc;Grant [Root.GetFullName] command of the first available Avalonian fleet.;;;;;;;;;;;;x
assign_command_avalon_fleet;Give Command of the Military Order of Avalon;;;;;;;;;;;;x
assign_command_avalon_fleet_desc;The Military Order of Avalon lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_jion_navy;Give Command of the Jionese Navy;;;;;;;;;;;;x
assign_command_jion_navy_desc;The Jionese Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_jion_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_jion_fleet_command_desc;Grant [Root.GetFullName] command of the first available Jionese fleet.;;;;;;;;;;;;x
assign_command_jion_fleet;Give Command of the Jion Space Attack Force;;;;;;;;;;;;x
assign_command_jion_fleet_desc;The Jion Space Attack Force lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_strugatsky_navy;Give Command of the Strugatskite Navy;;;;;;;;;;;;x
assign_command_strugatsky_navy_desc;The Strugatskite Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_strugatsky_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_strugatsky_fleet_command_desc;Grant [Root.GetFullName] command of the first available Strugatskite fleet.;;;;;;;;;;;;x
assign_command_strugatsky_fleet;Give Command of the Strugatsky Armed Forces;;;;;;;;;;;;x
assign_command_strugatsky_fleet_desc;The Strugatsky Armed Forces lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_novyy_edem_navy;Give Command of the Edemite Navy;;;;;;;;;;;;x
assign_command_novyy_edem_navy_desc;The Edemite Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_novyy_edem_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_novyy_edem_fleet_command_desc;Grant [Root.GetFullName] command of the first available Edemite fleet.;;;;;;;;;;;;x
assign_command_novyy_edem_fleet;Give Command of the Edemite National Guard;;;;;;;;;;;;x
assign_command_novyy_edem_fleet_desc;The Edemite National Guard lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_bianjiang_navy;Give Command of the Bianjiangese Navy;;;;;;;;;;;;x
assign_command_bianjiang_navy_desc;The Bianjiangese Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_bianjiang_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_bianjiang_fleet_command_desc;Grant [Root.GetFullName] command of the first available Bianjiangese fleet.;;;;;;;;;;;;x
assign_command_bianjiang_fleet;Give Command of the Bianjiang People's Militia;;;;;;;;;;;;x
assign_command_bianjiang_fleet_desc;The Bianjiang People's Militia lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_new_frontier_navy;Give Command of the New Frontier Navy;;;;;;;;;;;;x
assign_command_new_frontier_navy_desc;The New Frontier Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_new_frontier_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_new_frontier_fleet_command_desc;Grant [Root.GetFullName] command of the first available New Frontier fleet.;;;;;;;;;;;;x
assign_command_new_frontier_fleet;Give Command of the New Frontier Rangers;;;;;;;;;;;;x
assign_command_new_frontier_fleet_desc;The New Frontier Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_mukta_duniya_navy;Give Command of the Mukta Navy;;;;;;;;;;;;x
assign_command_mukta_duniya_navy_desc;The Mukta Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_mukta_duniya_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_mukta_duniya_fleet_command_desc;Grant [Root.GetFullName] command of the first available Mukta fleet.;;;;;;;;;;;;x
assign_command_mukta_duniya_fleet;Give Command of the Mukta Duniyeh Peacekeepers;;;;;;;;;;;;x
assign_command_mukta_duniya_fleet_desc;The Mukta Duniyeh Peacekeepers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_veil_nebula_navy;Give Command of the Veil Navy;;;;;;;;;;;;x
assign_command_veil_nebula_navy_desc;The Veil Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_veil_nebula_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_veil_nebula_fleet_command_desc;Grant [Root.GetFullName] command of the first available Veil fleet.;;;;;;;;;;;;x
assign_command_veil_nebula_fleet;Give Command of the Veil Rangers;;;;;;;;;;;;x
assign_command_veil_nebula_fleet_desc;The Veil Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_flame_nebula_navy;Give Command of the Flame Navy;;;;;;;;;;;;x
assign_command_flame_nebula_navy_desc;The Flame Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_flame_nebula_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_flame_nebula_fleet_command_desc;Grant [Root.GetFullName] command of the first available Flame fleet.;;;;;;;;;;;;x
assign_command_flame_nebula_fleet;Give Command of the Flame Rangers;;;;;;;;;;;;x
assign_command_flame_nebula_fleet_desc;The Flame Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_orion_nebula_navy;Give Command of the Orion Navy;;;;;;;;;;;;x
assign_command_orion_nebula_navy_desc;The Orion Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_orion_nebula_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_orion_nebula_fleet_command_desc;Grant [Root.GetFullName] command of the first available Orion fleet.;;;;;;;;;;;;x
assign_command_orion_nebula_fleet;Give Command of the Orion Rangers;;;;;;;;;;;;x
assign_command_orion_nebula_fleet_desc;The Orion Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_horsehead_nebula_navy;Give Command of the Horsehead Navy;;;;;;;;;;;;x
assign_command_horsehead_nebula_navy_desc;The Horsehead Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_horsehead_nebula_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_horsehead_nebula_fleet_command_desc;Grant [Root.GetFullName] command of the first available Horsehead fleet.;;;;;;;;;;;;x
assign_command_horsehead_nebula_fleet;Give Command of the Horsehead Rangers;;;;;;;;;;;;x
assign_command_horsehead_nebula_fleet_desc;The Horsehead Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_witchhead_nebula_navy;Give Command of the Witchhead Navy;;;;;;;;;;;;x
assign_command_witchhead_nebula_navy_desc;The Witchhead Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_witchhead_nebula_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_witchhead_nebula_fleet_command_desc;Grant [Root.GetFullName] command of the first available Witchhead fleet.;;;;;;;;;;;;x
assign_command_witchhead_nebula_fleet;Give Command of the Witchhead Rangers;;;;;;;;;;;;x
assign_command_witchhead_nebula_fleet_desc;The Witchhead Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_paraiso_navy;Give Command of the Paraisan Navy;;;;;;;;;;;;x
assign_command_paraiso_navy_desc;The Paraisan Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_paraiso_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_paraiso_fleet_command_desc;Grant [Root.GetFullName] command of the first available Paraisan fleet.;;;;;;;;;;;;x
assign_command_paraiso_fleet;Give Command of the Paraisan Armed Forces;;;;;;;;;;;;x
assign_command_paraiso_fleet_desc;The Paraisan Armed Forces lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_centauri_reach_navy;Give Command of the Centauri Navy;;;;;;;;;;;;x
assign_command_centauri_reach_navy_desc;The Centauri Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_centauri_reach_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_centauri_reach_fleet_command_desc;Grant [Root.GetFullName] command of the first available Centauri fleet.;;;;;;;;;;;;x
assign_command_centauri_reach_fleet;Give Command of the Centauri Rangers;;;;;;;;;;;;x
assign_command_centauri_reach_fleet_desc;The Centauri Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_command_helix_navy;Give Command of the Helix Navy;;;;;;;;;;;;x
assign_command_helix_navy_desc;The Helix Navy lacks an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
assign_helix_fleet_command;Assign Fleet Command;;;;;;;;;;;;x
assign_helix_fleet_command_desc;Grant [Root.GetFullName] command of the first available Helix fleet.;;;;;;;;;;;;x
assign_command_helix_fleet;Give Command of the Helix Rangers;;;;;;;;;;;;x
assign_command_helix_fleet_desc;The Helix Rangers lack an autonomous commander. [This.GetFullName], currently serving as [This.GetTitle] of the [This.PrimaryTitle.GetFullName], would make a fine candidate.;;;;;;;;;;;;x
request_funds_decision;Request [Root.Liege.PrimaryTitle.GetAdjective] Funding;;;;;;;;;;;;x
request_funds_decision_desc;The [Root.PrimaryTitle.GetFullName] relies on [Root.Liege.PrimaryTitle.GetAdjective] funding for much of its finances. You are permitted to request a special budget contribution once per fiscal year.;;;;;;;;;;;;x
EVTDESCBUDGET0;You are preparing to request additional funds from the [Root.Liege.PrimaryTitle.GetAdjective] government. You can only do this once per fiscal year.;;;;;;;;;;;;x
EVTDESCBUDGET1;TO: [Root.PrimaryTitle.GetFullName]\nFROM: [From.PrimaryTitle.GetFullName]\nRE: Funding Request\nOur current budget is insufficient to meet our needs. We require an additional contribution to serve for the next fiscal year.;;;;;;;;;;;;x
EVTOPTABUDGET1;Send 10% of our annual income.;;;;;;;;;;;;x
EVTOPTBBUDGET1;Send 20% of our annual income.;;;;;;;;;;;;x
EVTOPTCBUDGET1;Send 30% of our annual income.;;;;;;;;;;;;x
EVTOPTDBUDGET1;We can't afford to fund you this year.;;;;;;;;;;;;x
EVTDESCBUDGET2;TO: [Root.PrimaryTitle.GetFullName]\nFROM: [From.PrimaryTitle.GetFullName]\nRE: Funding Request\nWe have decided to allot you 10% of this year's annual budget.;;;;;;;;;;;;x
EVTDESCBUDGET3;TO: [Root.PrimaryTitle.GetFullName]\nFROM: [From.PrimaryTitle.GetFullName]\nRE: Funding Request\nWe have decided to allot you 20% of this year's annual budget.;;;;;;;;;;;;x
EVTDESCBUDGET4;TO: [Root.PrimaryTitle.GetFullName]\nFROM: [From.PrimaryTitle.GetFullName]\nRE: Funding Request\nWe have decided to allot you 30% of this year's annual budget.;;;;;;;;;;;;x
EVTDESCBUDGET5;TO: [Root.PrimaryTitle.GetFullName]\nFROM: [From.PrimaryTitle.GetFullName]\nRE: Funding Request\nUnfortunately, we cannot afford you to fund you this year.;;;;;;;;;;;;x
opinion_war_crimes;Committed War Crimes;;;;;;;;;;;;x
authorize_bombardment_decision;Authorize Weapons of Mass Destruction;;;;;;;;;;;;x
authorize_bombardment_decision_desc;We can no longer afford to trust in the rules of 'civilized' war: the enemy must be defeated. Immediately, if at all possible. As [Root.GetTitle], you hold the power to authorize your military to make use of indiscriminate orbital bombardment. This would eliminate the need for costly planetary invasions, but the civilian death toll would be catastrophic. Once you give this terrible order, there will be no going back.;;;;;;;;;;;;x
order_bombardment_decision;Order Orbital Bombardment;;;;;;;;;;;;x
order_bombardment_decision_desc;You have the ships in orbit over [Root.Siege.GetName] to carry out an orbital bombardment, and the authorization to do so. This would instantly end the siege, but the resulting civilian death toll would be catastrophic, not to mention the potential environmental damage.;;;;;;;;;;;;x
