#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
host_confederation_congress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
corporate_directorate_desc;Under a corporate dictatorship, legitimate authority is held to derive purely from continuity of government and from higher authorities, while political power comes from the state's vast wealth. The state is run as a business, with the primary purpose being to generate profit for the government.\n\nCorporate Dictatorships may use the following succession laws: Appointment, Federal Elective.;;;;;;;;;;;;;x
administrative_monarchy;Administrative Monarchy;;;;;;;;;;;;;x
administrative_monarchy_desc;Under an administrative monarchy, legitimate authority is held to derive from inheritance, while political power is concentrated in the royal bureaucracy and the civil service. There may be a formal aristocracy, but if so, their role is purely ceremonial.\n\nAdministrative Monarchies may use the following succession laws: Primogeniture, Ultimogeniture, Seniority, Gavelkind, Dynastic Elective, Federal Elective.;;;;;;;;;;;;;x
administrative_republic;Administrative Republic;;;;;;;;;;;;;x
administrative_republic_desc;In an administrative republic, legitimate authority is held to derive from the people, while political power is largely concentrated in the bureaucracy and civil service. While the government's highest officials may be democratically elected, most day-to-day policy is set by career civil servants.\n\nAdministrative Republics may use the following succession laws: Democratic Elective, Federal Elective, Dynastic Elective.;;;;;;;;;;;;;x
administrative_directorate;Bureaucratic Dictatorship;;;;;;;;;;;;;x
administrative_directorate_desc;Under a bureaucratic dictatorship, legitimate authority is held to derive purely from continuity of government and from higher authorities, while political power is concentrated in the hands of the bureaucracy and civil service. Such governments are often organized in accordance with religious, political, or technocratic ideals.\n\nBureaucratic Dictatorships may use the following succession laws: Appointment, Federal Elective.;;;;;;;;;;;;;x
merchant_republic_government;Corporate Republic;;;;;;;;;;;;;x
merchant_republic_government_desc;In a corporate republic, legitimate authority is held to derive from the people, while political power is concentrated in the hands of a wealthy upper class. The populace enjoy many political freedoms, but the government nevertheless tends to reflect the interests of the upper class.\n\nCorporate Republics may use the following succession laws: Oligarchic Elective;;;;;;;;;;;;;x
pirate_kingdom;Pirate Kingdom;;;;;;;;;;;;;x
pirate_kingdom_desc;"Space pirate fleets organized in a top-down fashion are often referred to as "kingdoms", and their leaders as pirate kings. Such organizations are not considered legitimate governments, but more properly a form of organized crime syndicate. Unlike pirate republics, pirate kingdoms tend to be more interested in actual piracy than in other forms of crime like smuggling.\n\nPirate Kingdoms may use the following succession laws: Elective Gavelkind.";;;;;;;;;;;;;x
pirate_kingdom_feud;Pirate Kingdom;;;;;;;;;;;;;x
pirate_kingdom_feud_desc;"Space pirate fleets organized in a top-down fashion are often referred to as "kingdoms", and their leaders as pirate kings. Such organizations are not considered legitimate governments, but more properly a form of organized crime syndicate. Unlike pirate republics, pirate kingdoms tend to be more interested in actual piracy than in other forms of crime like smuggling.\n\nPirate Kingdoms may use the following succession laws: Elective Gavelkind.";;;;;;;;;;;;;x
pirate_republic;Pirate Republic;;;;;;;;;;;;;x
pirate_republic_desc;"Space pirate fleets organized in a bottom-up fashion are sometimes referred to as "pirate republics", but such organizations are usually considered to be a form of organized crime syndicate rather than a legitimate government. Unlike pirate kingdoms, pirate republics are usually more active in smuggling than actual piracy.\n\nPirate Republics may use the following succession laws: Oligarchic Elective.";;;;;;;;;;;;;x
pirate_republic_governor;Lesser Pirate Republic;;;;;;;;;;;;;x
pirate_republic_governor_desc;"Space pirate fleets organized in a bottom-up fashion are sometimes referred to as "pirate republics", but such organizations are usually considered to be a form of organized crime syndicate rather than a legitimate government. Unlike pirate kingdoms, pirate republics are usually more active in smuggling than actual piracy.\n\nLesser Pirate Republics may use the following succession laws: Appointment.";;;;;;;;;;;;;x
military_command;Military Command;;;;;;;;;;;;;x
military_command_desc;This is not a proper state at all, but a command with a national military. Such military commands are strictly subordinate to their issuing authority, and are responsible for prosecuting wars against the enemies of the state.\n\nMilitary Commands may use the following succession laws: Appointment.;;;;;;;;;;;;;x
colonial_government;Colony;;;;;;;;;;;;;x
colonial_government_desc;This is a newly-founded colony, in a previously uninhabited system. Local government, such as it is, is quite primitive, and it is expected to accord with the demands placed on it by the homeworld.;;;;;;;;;;;;;x
hivemind_government;Hivemind;;;;;;;;;;;;;x
hivemind_government_desc;Government is a meaningless concept to the Hive. All are one, and all decisions are made as a single, schizophrenic organism. For the sake of efficiency, certain units are designated as central processing nodes dedicated to filtering the signal from the Hive's cacaphonic noise, but ultimately all decisions are communal.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT100;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], it is illegal for those not belonging to the hereditary nobility to possess military assets. You have been made a member of the aristocracy, and your offices will henceforth be the property of your family.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT200;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all military governors must be accountable to their subordinates.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT300;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all military officers and governors must be appointed directly by their superior officers.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT400;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], it is illegal for those not belonging to the hereditary nobility to hold offices within the civilian government. You have been made a member of the aristocracy, and your offices will henceforth be the property of your family.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT500;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all local civilian governments must be in some way accountable to the populace.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT600;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all local civilian governors must be appointed by their direct superiors.;;;;;;;;;;;;;xEVTDESCGOVERNMENT1000;You've traditionally grounded your authority in your command of the military. Unfortunately, it currently happens that you do not actually directly control any military formations. You may have to do something about this.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT700;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], it is illegal for those not belonging to the hereditary nobility to hold ranking positions within the civil service. You have been made a member of the aristocracy, and your offices will henceforth be the property of your family.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT800;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all ministers of the civil service must be accountable to their subordinates.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT900;Under the current laws of the [Root.TopLiege.PrimaryTitle.GetFullName], all ministers of the civil service must be appointed by their direct superiors.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1000;You've traditionally grounded your authority in your command of the military. Unfortunately, it currently happens that you do not actually directly control any military formations. You may have to do something about this.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1100;You've traditionally grounded your authority in the wealth the [Root.GetOnlyDynastyName] family possesses and its control of the wealthiest planets in the [Root.PrimaryTitle.GetFullName]. Unfortunately, it currently happens that you do not actually control any such planets. You may have to do something about this.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1200;You've traditionally grounded your authority in your control over the civil service. Unfortunately, it currently happens that you DON'T control the civil service. You may have to do something about this..;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1300;By royal decree - royal, you're going to like the sound of that, you think - the old state has been abolished. In its place, you have founded a new [Root.Government.GetName].;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1301;The latest news from [From.Capital.GetName] has finally made its way to [Root.Location.GetName] - [From.GetFullName] has abolished the old system of government, and declared the [From.PrimaryTitle.GetFullName] to be a [From.Government.GetName].;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1400;The long tyranny is at an end at last - the old state has been abolished. In its place, you have founded a new [Root.Government.GetName].;;;;;;;;;;;;;x
EVTDESCGOVERNMENT1500;The age of corruption and misrule is over at last - the old state has been abolished. In its place, you have founded a new [Root.Government.GetName].;;;;;;;;;;;;;x
EVTOPTAGOVERNMENT100;It's time for a more hands-on approach.;;;;;;;;;;;;;x
EVTBECOMEMILITARY;Why would I need them when I have the Navy?;;;;;;;;;;;;;x
EVTBECOMECORPORATE;Fortunately, I can just buy a new power base.;;;;;;;;;;;;;x
EVTBECOMEADMINISTRATIVE;I'll have to turn to the civil service instead.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2000;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. From now on, the monarchy will ground its authority in the power of the military and a growing warrior caste.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2100;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. While you wish to preserve the [From.GetAdjective] democratic tradition - for now, at least - it is clear that a strong, guiding hand will be needed for the forseeable future.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2200;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. As of this moment, the state is now under martial law.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2300;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. The monarchy will thrive on the [Root.GetOnlyDynastyName] family fortune.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2400;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. Liberty has been restored, and the nation has become a true republic, where democracy and free enterprise will ensure that the best rise to the top.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2600;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. As of this moment, it is your property, and you intend to see that it turns a profit.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2700;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. From now on, the monarchy will ground its authority in the power of the civil service, rather than corrupt nobles and merchants.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2800;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. The corruption of the [FromFrom.GetOnlyDynastyName] regime has been abolished, and true democracy, stewarded by a dedicated civil service, has taken its place.;;;;;;;;;;;;;x
EVTDESCGOVERNMENT2900;Having now acquired control of [From.GetName], you immediately set to work adapting the government to suit your needs. The state will now be administered by a meritocratic civil service.;;;;;;;;;;;;;x
become_administrative_decision;Adopt Administrative Government;;;;;;;;;;;;;x
become_administrative_decision_desc;It is time to abandon the old ways and embrace Administration.;;;;;;;;;;;;;x
become_corporate_decision;Adopt Corporate Government;;;;;;;;;;;;;x
become_corporate_decision_desc;It is time to abandon the old ways and embrace Corporate.;;;;;;;;;;;;;x
become_military_decision;Adopt Military Government;;;;;;;;;;;;;x
become_military_decision_desc;It is time to abandon the old ways and embrace Military.;;;;;;;;;;;;;x
become_monarchy_decision;Adopt Hereditary Legitimacy;;;;;;;;;;;;;x
become_monarchy_decision_desc;It is time to abandon the old ways and embrace the new. True and legitimate authority comes from the blood, not the self-serving heirs to the palace eunuchs or the short-sighted demands of the unwashed rabble.\nUnder hereditary legitimacy, the following succession laws are valid: Primogeniture, Ultimogeniture, Seniority, Gavelkind, Dynastic Elective, Federal Elective.;;;;;;;;;;;;;x
become_republic_decision;Adopt Elective Legitimacy;;;;;;;;;;;;;x
become_republic_decision_desc;It is time to abandon the old ways and embrace the new. True and legitimate authority can only come from the people, not an accident of birth or an ivory tower regime that pays no mind to the nation it governs.\nUnder hereditary legitimacy, the following succession laws are valid: Democratic Elective, Oligarchic Elective, Federal Elective, .;;;;;;;;;;;;;x
become_directorate_decision;Adopt Appointment Legitimacy;;;;;;;;;;;;;x
become_directorate_decision_desc;It is time to abandon the old ways and embrace the new. True and legitimate authority can only come from existing authority, not the uneducated masses or some accident of birth.\nUnder appointment legitimacy, the following success laws are valid: Appointment, Federal Elective.;;;;;;;;;;;;;x
ISMILITARY;§Y[This.PrimaryTitle.GetFullName]§! is a §YMilitary§! Government\n;;;;;;;;;;;;;x
ISCORPORATE;§Y[This.PrimaryTitle.GetFullName]§! is a §YCorporate§! Government\n;;;;;;;;;;;;;x
ISADMINISTRATIVE;§Y[This.PrimaryTitle.GetFullName]§! is an §YAdministrative§! Government\n;;;;;;;;;;;;;x
ISHEREDITARY;§Y[This.PrimaryTitle.GetFullName]§! is a §YMonarchy§!\n;;;;;;;;;;;;;x
ISELECTIVE;§Y[This.PrimaryTitle.GetFullName]§! is a §YRepublic§!\n;;;;;;;;;;;;;x
ISDIRECTORATE;§Y[This.PrimaryTitle.GetFullName]§! is a §YDictatorship§!\n;;;;;;;;;;;;;x
MILITARYMONARCHYLEGAL;Crown laws allow government §YFeudal Monarchy§!\n;;;;;;;;;;;;;x
MILITARYREPUBLICLEGAL;Crown laws allow government §YMilitary Republic§!\n;;;;;;;;;;;;;x
MILITARYDIRECTORATELEGAL;Crown laws allow government §YMilitary Dictatorship§!\n;;;;;;;;;;;;;x
CORPORATEMONARCHYLEGAL;Crown laws allow government §YCorporate Monarchy§!\n;;;;;;;;;;;;;x
CORPORATEREPUBLICLEGAL;Crown laws allow government §YCorporate Republic§!\n;;;;;;;;;;;;;x
CORPORATEDIRECTORATELEGAL;Crown laws allow government §YCorporate Dictatorship§!\n;;;;;;;;;;;;;x
ADMINISTRATIVEMONARCHYLEGAL;Crown laws allow government §YAdministrative Monarchy§!\n;;;;;;;;;;;;;x
ADMINISTRATIVEREPUBLICLEGAL;Crown laws allow government §YAdministrative Republic§!\n;;;;;;;;;;;;;x
ADMINISTRATIVEDIRECTORATELEGAL;Crown laws allow government §YBureaucratic Dictatorship§!\n;;;;;;;;;;;;;x
is_monarchy;Monarch;;;;;;;;;;;;;x
is_monarchy_desc;If circumstances allow for it, this trait will force your character to hold a Monarchy government type.;;;;;;;;;;;;;x
is_republic;Governor;;;;;;;;;;;;;x
is_republic_desc;If circumstances allow for it, this trait will force your character to hold a Republic government type.;;;;;;;;;;;;;x
is_directorate;Dictator;;;;;;;;;;;;;x
is_directorate_desc;If circumstances allow for it, this trait will force your character to hold a Dictatorship government type.;;;;;;;;;;;;;x
