#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCASSASSINATION22;You cannot help but ponder the circumstances of [From.PlotTarget.GetFullName]'s death. You may have no hard evidence, but you knew full well what [From.GetFullName] and [From.GetHerHis] cronies were up to. It can't just be a coincidence, can it?;;;;;;;;;;;;;x
EVTOPTAASSASSINATION22;It MUST have been [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTBASSASSINATION22;Yes. Yes, it can.;;;;;;;;;;;;;x
opinion_suspected_murderer;Suspected Murderer;;;;;;;;;;;;;x
opinion_correctly_suspected_murderer;Suspected Murderer;;;;;;;;;;;;;x
plot_hire_assassin_10_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_10_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] complete irrelevance to galactic society, the price will be negligible.;;;;;;;;;;;;;x
plot_hire_assassin_25_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_25_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] lack of importance, the price will be quite low.;;;;;;;;;;;;;x
plot_hire_assassin_50_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_50_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] relative unimportance, the price will be low.;;;;;;;;;;;;;x
plot_hire_assassin_75_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_75_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] marginal importance to galactic society, the price will be quite affordable.;;;;;;;;;;;;;x
plot_hire_assassin_100_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_100_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] low rank, the price will be affordable.;;;;;;;;;;;;;x
plot_hire_assassin_250_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_250_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] rank, the price will be moderately high.;;;;;;;;;;;;;x
plot_hire_assassin_500_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_500_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] high rank, the price will be quite high.;;;;;;;;;;;;;x
plot_hire_assassin_750_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_750_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] lofty status and prominence in galactic society, the price will be very high.;;;;;;;;;;;;;x
plot_hire_assassin_1000_decision;Assassinate [Root.PlotTarget.GetFullName];;;;;;;;;;;;;x
plot_hire_assassin_1000_decision_desc;Hire a professional assassin to kill [Root.PlotTarget.GetFullName]. Given [Root.PlotTarget.GetHerHis] status as [Root.PlotTarget.GetTitle] of the [Root.PlotTarget.PrimaryTitle.GetFullName], the price will be excruciatingly high.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION100;success.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION200;failure.;;;;;;;;;;;;;x
EVTDESCASSASSINATION110;You don't usually answer the door, but you were home alone, and whoever it was seemed like they really wanted to see you. When you opened it, there was a strange [From.GetManWoman] standing before you, waiting with a smile on [From.GetHerHis] face.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION110;Hello!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION110;Hello!;;;;;;;;;;;;;x
EVTDESCASSASSINATION111;Your plan was a success! Your hired assassin was easily able to penetrate security and locate [From.GetFullName]. Once the [From.GetLadLass] was alone, [From.GetSheHe] stood no chance.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION111;Money well spent.;;;;;;;;;;;;;x
EVTDESCASSASSINATION112;"Tragedy in the [From.Location.GetName] System, as a manhunt is under way for the vanished [From.GetFullName]. Reports say that the small child was abducted at [From.GetHerHis] home yesterday afternoon, and there is no sign that the child will be recovered anytime soon. Police say they already fear the worst.";;;;;;;;;;;;;x
EVTDESCASSASSINATION113;Your plan was a success - or at least mostly a success. While your hired assassin was easily able to abduct and murder little [From.GetFullName], it appears that [Root.GetSheHe] also left evidence pointing to your involvement in the scheme.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION113;Just because I murder ONE baby, now I'M the bad guy?;;;;;;;;;;;;;x
EVTDESCASSASSINATION114;"Tragedy in the [From.Location.GetName] System, as the body of [From.GetFullName], a small child, was found mangled in [From.GetHerHis] home. Police reports indicate that they believe [FromFrom.GetFullName] was responsible for this atrocity...";;;;;;;;;;;;;x
EVTDESCASSASSINATION120;The morning walk to school would be bad enough even if you WEREN'T accompanied by bodyguards at all times. As it is, it's a routine exercise in pain. For once, though, you've managed to slip away, something that will surely not prove to be bitterly ironic.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION120;What, are they worried someone'll shoot me?;;;;;;;;;;;;;x
EVTOPTBASSASSINATION120;Like [From.GetOnlyDynastyName] would actually try to kill me!;;;;;;;;;;;;;x
EVTDESCASSASSINATION121;Your hired gun has called in to report success. [From.GetFullName] met with an unfortunate accident on [From.GetHerHis] way to school yesterday, involving [From.GetHerHis] skull and a particle beam.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION121;I understand it left quite a mess.;;;;;;;;;;;;;x
EVTDESCASSASSINATION122;"Tragedy in the [From.Location.GetName] System! Young [From.GetFullName] was shot and killed this morning while on [From.GetHerHis] way to school. Our hearts go out to [From.GetHerHis] friends and family...";;;;;;;;;;;;;x
EVTDESCASSASSINATION123;Your hired gun has called in to report success. [From.GetFullName] met with an unfortunate accident on [From.GetHerHis] way to school yesterday, involving [From.GetHerHis] skull and a particle beam. Unfortunately, your involvement is already suspected.;;;;;;;;;;;;x
EVTDESCASSASSINATION124;"Tragedy in the [From.Location.GetName] System! Young [From.GetFullName] was shot and killed this morning while on [From.GetHerHis] way to school. Police believe that [FromFrom.GetFullName] was behind the attack. Our hearts go out to [From.GetHerHis] friends and family...";;;;;;;;;;;;;x
EVTDESCASSASSINATION130;Sometimes, you wonder if the occasional sleepless night is paranoia, or an entirely rational response to being [Root.GetTitle]. Tonight, for instance, you could have sworn you heard movement just outside the door to your quarters. You assure yourself that it's probably just a shift change. There is a shift change scheduled, right?\n\nThe door hisses open.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION130;Security! SECURITY!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION130;Who are you?! Did [From.GetOnlyDynastyName] send you?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION131;When you wake up this morning, you find a message from your hired assassin. Attached is a photograph of [From.GetFullName]'s mangled body, lying tangled in [From.GetHerHis] bedsheets with [From.GetHerHis] throat slit.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION131;It couldn't have happened to a nicer [From.GetManWoman].;;;;;;;;;;;;;x
EVTOPTBASSASSINATION132;"Murder in the [From.Location.GetName] System! [From.GetFullName] was founded murdered in [From.GetHerHis] home this morning, apparently stabbed to death in [From.GetHerHis] sleep! A manhunt for the killer is already under way. More on this situation as it develops...";;;;;;;;;;;;;x
EVTDESCASSASSINATION133;When you wake up this morning, you find a message from your hired assassin. Attached is a photograph of [From.GetFullName]'s mangled body, lying tangled in [From.GetHerHis] bedsheets with [From.GetHerHis] throat slit. There is, however, the minor problem that you apparently have been linked to the murder...;;;;;;;;;;;;;x
EVTOPTAASSASSINATION133;There's nothing they can make stick!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION134;"Murder in the [From.Location.GetName] System! [From.GetFullName] was founded murdered in [From.GetHerHis] home this morning, apparently stabbed to death in [From.GetHerHis] sleep! Early police reports have identified [FromFrom.GetFullName] as their prime suspect. More on this situation as it develops...";;;;;;;;;;;;;x
EVTDESCASSASSINATION140;A thousand years since the invention of the groundcar, and it still somehow finds a way to get stuck in traffic. You sigh as you lean back in your seat, looking out at the window at the traffic jam surrounding you. You don't see the red light flickering across your chest until it's too late.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION140;What the...;;;;;;;;;;;;;x
EVTOPTBASSASSINATION140;What the...;;;;;;;;;;;;;x
EVTDESCASSASSINATION141;You've found the news unusually pleasant today, as they are reporting on the murder of [From.GetFullName], shot seemingly from out of nowhere while [From.GetHerHis] groundcar was stuck in traffic.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION141;Well, [From.GetSheHe] always did say [From.GetHerHis] commute was murder.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION142;"Recapping our top story - panic in the streets of the [From.Location.GetName] System today as [From.GetFullName] was shot in the seat of [From.GetHerHis] groundcar in the midst of heavy traffic. A manhunt for the sniper is already under way...";;;;;;;;;;;;;x
EVTDESCASSASSINATION143;You've found the news unusually pleasant today, as they are reporting on the murder of [From.GetFullName], shot seemingly from out of nowhere while [From.GetHerHis] groundcar was stuck in traffic. Unfortunately, it appears that you have been linked to the crime.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION143;This could be inconvenient.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION144;"Recapping our top story - panic in the streets of the [From.Location.GetName] System today as [From.GetFullName] was shot in the seat of [From.GetHerHis] groundcar in the midst of heavy traffic. Police reports indicate that their prime suspect is [FromFrom.GetFullName]...";;;;;;;;;;;;;x
EVTDESCASSASSINATION150;You are in the midst of giving a speech when it happens. It's difficult to make out anything specific from the tens of thousands of faces before you, let alone the brief reflection of light off a small flechette pistol. The sound of a gunshot is the last thing you ever hear.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION150;Ask not what [Root.PrimaryTitle.GetName] can do for you, but what...;;;;;;;;;;;;;x
EVTOPTBASSASSINATION150;Ask not what [Root.PrimaryTitle.GetName] can do for you, but what...;;;;;;;;;;;;;x
EVTDESCASSASSINATION151;You are watching a live holo-feed of [From.GetFullName]'s latest speech. Normally, you wouldn't be able to stand the insufferable [From.GetManWoman], but today you have been assured that this occasion will be special. The suspense is agonizing. The flowering of blood as a magnetically-accelerated high velocity flechette perforates [From.GetHerHis] lungs is oh, so sweet.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION151;It was certainly an event to remember.;;;;;;;;;;;;;x
EVTDESCASSASSINATION152;"Breaking news! [From.GetFullName], [From.GetTitle] of the [From.PrimaryTitle.GetFullName], was shot at a public speech this morning. While [From.GetSheHe] was raced to a nearby hospital, experts believe that the flechette killed [From.GetHerHim] on impact.";;;;;;;;;;;;;x
EVTDESCASSASSINATION153;Today brings you a mix of good news and bad. It appears that [From.GetFullName] has been eliminated, as you ordered - shot through the head at a speech by a high-velocity flechette. Unfortunately, it also appears that [From.PrimaryTitle.GetAdjective] security suspects your involvement..;;;;;;;;;;;;;x
EVTOPTAASSASSINATION153;They have no proof.;;;;;;;;;;;;;x
EVTDESCASSASSINATION154;"Breaking news! [From.GetFullName], [From.GetTitle] of the [From.PrimaryTitle.GetFullName], was shot at a public speech this monring. [From.PrimaryTitle.GetAdjective] security reports that they believe [FromFrom.GetFullName] to be responsible.";;;;;;;;;;;;;x
EVTDESCASSASSINATION160;You arrive at your personal office early in the morning today. The [Root.PrimaryTitle.GetFullName] is a demanding mistress. You nod to your secretary, open the office door, and sit down behind an elegantly craft desk.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION160;...what's that ticking sound?;;;;;;;;;;;;;x
EVTOPTBASSASSINATION160;...what's that ticking sound?;;;;;;;;;;;;;x
EVTDESCASSASSINATION161;The news this evening is especially sweet. It appears that [From.PrimaryTitle.GetAdjective] security was not as strict as they liked to believe, as someone - goodness knows who - managed to sneak a bomb into [From.GetTitle] [From.GetFullName]'s office.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION161;Whoever could have done such a thing?;;;;;;;;;;;;;x
EVTDESCASSASSINATION162;"Breaking news! An explosion in the office of the [From.GetTitle]! [From.GetFullName], [From.GetTitle] of the [From.PrimaryTitle.GetFullName], appears to have been killed in a bombing of [From.GetHerHis] office...";;;;;;;;;;;;;x
EVTDESCASSASSINATION163;The news this evening is especially sweet. It appears that [From.PrimaryTitle.GetAdjective] security was not as strict as they liked to believe, as someone managed to sneak a bomb into [From.GetTitle] [From.GetFullName]'s office. Unfortunately, they alreadys suspect that someone was you.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION163;At least the [From.GetManWoman] is dead.;;;;;;;;;;;;;x
EVTDESCASSASSINATION164;"Breaking news! An explosion in the office of the [From.GetTitle]! [From.GetFullName], [From.GetTitle] of the [From.PrimaryTitle.GetFullName], appears to have been killed in a bombing of [From.GetHerHis] office. [From.PrimaryTitle.GetAdjective] security reports that they believe [FromFrom.GetFullName] is responsible.";;;;;;;;;;;;;x
EVTDESCASSASSINATION200;You have no idea what's going on, but you're pretty sure it's something bad. You're being kept in your bedroom at all hours, now, under constant guard. All the guards will tell you is that they're trying to protect you from bad people.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION210;But this is so boring!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION210;I wonder what kind of bad people...;;;;;;;;;;;;;x
EVTDESCASSASSINATION211;You have never seen such incompetence! How difficult can it be to kill a [From.GetAgeYears]-year-old [From.GetLadLass]? Somehow, however, your assassin has apparently managed it, and security is now on high alert.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION211;I'm surrounded by IDIOTS!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION211;At least they managed to injure [From.GetHerHim.];;;;;;;;;;;;;x
EVTOPTCASSASSINATION211;At least they severely injured [From.GetHerHim.];;;;;;;;;;;;;x
EVTDESCASSASSINATION212;According to your latest security report, an attempt has been made on the life of your young [GetFromRelation], [From.GetFullName]. The culprit is still unknown.;;;;;;;;;;;;;x
EVTDESCASSASSINATION213;You have never seen such incompetence! How difficult can it be to kill a [From.GetAgeYears]-year-old [From.GetLadLass]? Somehow, however, your assassin has apparently managed it - and what's worse, the attempt has been traced back to you!;;;;;;;;;;;;;x
EVTDESCASSASSINATION214;According to your latest security report, an attempt has been made on the life of your young [GetFromRelation], [From.GetFullName]. [FromFrom.GetFullName] is believed to be responsible.;;;;;;;;;;;;;x
EVTDESCASSASSINATION220;You thought you'd finally manage to ditch your bodyguards on your walk to school this morning - you never cease to find them aggravating. On the other hand, when you heard that gunshot rang out, you couldn't have been more happy that you hadn't been quite as good at slipping away as you'd thought.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION220;What's going on? Is that blood? What's happening?!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION220;What's going on? Is that blood? What's happening?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION221;You can't believe this. You hired someone to kill a [From.GetAgeYears]-year-old [From.GetLadLass]. This should not be difficult. And then they had the audacity to MISS?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION222;The latest security reports indicate that you [GetFromRelation], [From.GetFullName], was shot during [From.GetHerHis] morning walk to school. Fortunately, [From.GetSheHe] suffered no fatal injuries.;;;;;;;;;;;;;x
EVTDESCASSASSINATION223;You can't believe this. You hired someone to kill a [From.GetAgeYears]-year-old [From.GetLadLass]. This should not be difficult. But not only did they MISS, but they've been captured and interrogated by security. Your involvement is surely known.;;;;;;;;;;;;;x
EVTDESCASSASSINATION224;The latest security reports indicate that you [GetFromRelation], [From.GetFullName], was shot during [From.GetHerHis] morning walk to school. Fortunately, [From.GetSheHe] suffered no fatal injuries. Security believes [FromFrom.GetFullName] was responsible.;;;;;;;;;;;;;x
EVTDESCASSASSINATION230;;;;;;;;;;;;;;x
EVTDESCASSASSINATION300;The Battle of [Root.Location.GetName] rages on. Lasers sparkle in the darkness and ships burn as oxygen erupts from breached decks. Much can happen in the chaos of battle, and you have just received a distress call from the [Root.PlotTarget.Religion.GetRandomEvilGodName]... [Root.PlotTarget.GetFullName]'s flagship.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION300;Enemy boarders have seized the [Root.PlotTarget.Religion.GetRandomEvilGodName]! Target her and open fire!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION300;Hail the [Root.PlotTarget.Religion.GetRandomEvilGodName]. We are coming to her assistance..;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION301;is killed by friendly fire.;;;;;;;;;;;;;x
EVTDESCASSASSINATION301;At last, some good news! The [Root.Religion.GetRandomEvilGodName] has been taking heavy fire, but it appears someone has received your distress call. A friendly ship is approaching to reinforce your position, with gunports open. She flies majestically across the stars, and unleashes a salvo of deadly missiles...\n\n...on YOU.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION301;What in the... all hands, brace for impact!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION301;[From.GetOnlyDynastyName], you snake! Return fire! RETURN...;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION302;survives the attack. Your plot will be exposed!;;;;;;;;;;;;;x
EVTDESCASSASSINATION303;Your crew is hesitant, but they carry out your orders, as faithful as can be. Your ship casts her shadow over the [From.Religion>GetRandomEvilGodName] as your gunnery crews unload a salvo of missiles. The [From.Religion.GetRandomEvilGodName] is consumed in fire.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION303;Excellent shooting, Guns.;;;;;;;;;;;;;x
EVTDESCASSASSINATION304;The [From.Religion.GetRandomEvilGodName] has been lost with all hands to a friendly fire incident in the [FromFrom.Location.GetName] System. The most prominent casualty was her captain, [From.GetFullName].;;;;;;;;;;;;;x
EVTDESCASSASSINATION305;Your crew is hesitant, but they carry out your orders, as faithful as can be. Your ship casts her shadow over the [From.Religion>GetRandomEvilGodName] as your gunnery crews unload a salvo of missiles. In her final moments, you receive another communication from the dying ship, broadcast on all channels - [From.GetFullName], cursing your treachery.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION305;Blame this on the misfortune of your birth.;;;;;;;;;;;;;x
EVTDESCASSASSINATION306;The [From.Religion.GetRandomEvilGodName] has been lost with all hands to a friendly fire incident in the [FromFrom.Location.GetName] System. Moments prior to her destruction, however, her captain, [From.GetFullName], sent a final transmission, laying blame for her destruction on [FromFrom.GetFullName].;;;;;;;;;;;;;x
EVTDESCASSASSINATION307;You order your gunnery crews to open fire on the [From.Religion.GetRandomEvilGodName], but they seem slow to obey the order, perhaps questioining your authority. You launch a salvo of missiles, but most of them are off target. The [From.Religion.GetRandomEvilGodName] quickly returns fire, and the comlink cracks as [From.GetFullName] loudly declares your treachery to the entire fleet..;;;;;;;;;;;;;x
EVTOPTAASSASSINATION307;Can't you idiots do ANYTHING right?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION308;A friendly fire incident has broken out in the [From.Location.GetName] System. [FromFrom.GetFullName] ordered [From.GetHerHis] crew to open fire on the [From.Religion.GetRandomEvilGodName], [From.GetFullName]'s flagship, though they failed to do significant damage.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION350;Guns, concentrate all fire on that ship.;;;;;;;;;;;;;x
EVTOPTBASSASSINATION350;Return hail. We are coming to their assistance.;;;;;;;;;;;;;x
EVTDESCASSASSINATION350;You have been granted a golden opportunity - one of your nominal "allies" in this battle, whose death you have already agreed to in principle, has been cut off from the rest of the fleet, and is calling for reinforcements. In the chaos of battle, none might ever guess that you fired the killing blow.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION351;is killed by friendly fire. You will be blamed for the murder if caught!;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION352;survives. You will be blamed for the murder attempt!;;;;;;;;;;;;;x
EVTDESCASSASSINATION359;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [Root.PlotTarget.GetFullName]\nThe [FromFrom.Religion.GetRandomEvilGodName] has been lost with all hands, our mutual friend included, due to an unfortunate friendly fire incident. My part in your schemes is over.;;;;;;;;;;;;;x
EVTDESCASSASSINATION400;The wonders of modern technology are a double-edged sword. The DNI grants an incredible ability to affect the outside world, yes - but it is also a way for the outside world to affect YOU. It's possible that a hacker might use [Root.PlotTarget.GetFullName]'s DNI as a means by which to force [Root.PlotTarget.GetHerHim] to kill [Root.PlotTarget.GetHerHim]self.;;;;;;;;;;;;x
EVTOPTAASSASSINATION400;How much ICE does the human brain have?;;;;;;;;;;;;;x
EVTOPTBASSASSINATION400;It'd be best to let someone else do the actual hacking...;;;;;;;;;;;;;x
EVTOPTCASSASSINATION400;No, this is too dangerous.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION401;will be forced into a contest of wills. If you succeed, you will force [This.GetHerHim] to commit suicide. If you fail, you may fry your own DNI's circuits, resulting in injury or death.;;;;;;;;;;;;;x
EVTDESCASSASSINATION401;You retire to your office, late at night, and lean back in your chair while you look over the latest reports on your datapad. But something is wrong. Your hand shouldn't be moving that way. And it certainly shouldn't be reaching for your gun. Something is VERY wrong!;;;;;;;;;;;;;x
EVTOPTAASSASSINATION401;GET OUT OF MY HEAD!;;;;;;;;;;;;;x
EVTDESCASSASSINATION410;Once you found [FromFrom.GetOnlyDynastyName] within the hypernet, it was only a matter of time. You forced your way into [FromFrom.GetHerHis] DNI, to find [From.GetHerHim] with [From.GetHerHis] gun close at hand. [From.GetSheHeCap] put up a struggle - but not enough top stop you from wrapping [From.GetHerHis] fingers around the weapon and pulling the trigger.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION410;All too easy.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION411;dies!;;;;;;;;;;;;;x
EVTDESCASSASSINATION411;The presence in your head grows stronger. The room spins. You try to scream for help, but your body is no longer your own. Your fingers wrap around the gun, and pull it up, directing it toward your head. You try to let go, to pull it away, to do SOMETHING, but you're powerless, a prisoner in your own mind. Your hand places the weapon to your temple, and pulls the trigger.;;;;;;;;;;;;x
EVTOPTAASSASSINATION411;No! NO!;;;;;;;;;;;;;x
EVTDESCASSASSINATION412;"Shocking news! [From.GetFullName] was found dead this morning, having apparently shot [From.GetHerHim]self. Our hearts go out to [From.GetHerHis] friends and family...";;;;;;;;;;;;;x
EVTDESCASSASSINATION413;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [Root.PlotTarget.GetFullName]\nIt's done. [Root.PlotTarget.GetOnlyDynastyName] is dead - and as far as anyone knows, it was a suicide.;;;;;;;;;;;;;x
EVTDESCASSASSINATION420;You forced your way into [FromFrom.GetFullName]'s DNI to find [From.GetHerHim] with [From.GetHerHis] gun close at hand. But as you reached out to grab the weapon, [From.GetSheHe] fought back. [From.GetHerHisCap] fingers convulsed and twitched. You were a foreigner in this place. Within seconds, you were back in your own office, with nothing but an incredible headache to show for it.;;;;;;;;;;;;;x
EVTDESCASSASSINATION421;You focus hard on your hand. It's YOUR hand. This should not be difficult. The presence resists, and the fingers twitch and convulse, but this is your body, and you are in control. A few seconds later, all is normal again.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION421;What was THAT all about?;;;;;;;;;;;;;x
EVTOPTAASSASSINATION421;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [Root.PlotTarget.GetFullName]\nI'm afraid that my attempt ended in failure. [Root.PlotTarget.GetOnlyDynastyName] is too strong willed. I was unable to break [Root.GetHerHim].;;;;;;;;;;;;;x
EVTDESCASSASSINATION430;You forced your way into [FromFrom.GetFullName]'s DNI to find [From.GetHerHim] with [From.GetHerHis] gun close at hand. But as you reached out to grab the weapon, [From.GetSheHe] fought back. Hard. Something sizzles. Your head throbs with pain. Your nostrils fill with the acrid scent of smoke.\n\nThe world goes dark.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION430;Gryaaah!;;;;;;;;;;;;;x
EVTDESCASSASSINATION431;You focus hard on your hand. It's YOUR hand. This should not be difficult. The presence resists, but only for a moment. Whatever it was, it was not expecting you. For a moment, you almost think you can hear a faint cry of pain, before all is well again.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION431;What was THAT all about?;;;;;;;;;;;;;x
EVTDESCASSASSINATION432;While you never received word back from [From.GetFullName], a mutual friend eventually contacted you, informing you that [From.GetHerHis] efforts to hack [Root.PlotTarget.GetFullName]'s DNI were a dismal failure, and that [From.GetHerHis] own DNI suffered severe physical damage in the attempt. [From.GetSheHeCap] has been hospitalized in critical condition.;;;;;;;;;;;;;x
EVTDESCASSASSINATION450;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [From.PlotTarget.GetFullName]\n[From.PlotTarget.GetFullName] believes that [From.GetSheHe] is safe, but [From.PlotTarget.GetSheHe] has left us a backdoor into [From.PlotTarget.GetHerHis] own mind - a Direct Neural Interface. I want you to hack [From.PlotTarget.GetHerHis] DNI and force [From.PlotTarget.GerHerHim] to commit suicide.;;;;;;;;;;;;;x
EVTDESCASSASSINATION455;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [Root.PlotTarget.GetFullName]\nI'm sorry, but this is simply too dangerous. My part in this scheme is over.;;;;;;;;;;;;;x
